id,audio_path,transcript,accuracy,accuracy_5scale,rejected_label,label_num,rejected_label_num
5600318,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0560/005600318.WAV,HE WAS A MAN AND SO HE SHOULD KNOW ALL,7,Good,Average,4,3
5600365,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0560/005600365.WAV,SHE WAS STANDING IN A BOAT,7,Good,Average,4,3
5600370,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0560/005600370.WAV,BELOW TO THE LEFT WAS THE RIVER,7,Good,Average,4,3
5750059,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0575/005750059.WAV,IT'S A BOOK THAT WILL ENTERTAIN AS IT INFORMS,7,Good,Bad,4,2
5750067,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0575/005750067.WAV,IT'S EASY TO FEEL ENTHUSIASTIC,8,Good,Excellent,4,5
5750089,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0575/005750089.WAV,THE MOVE IS A PART OF PLAN TO INCREASE PROFITS,8,Good,Excellent,4,5
5750099,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0575/005750099.WAV,REPORTS ARE EXPECTED BY THE END OF THE YEAR,7,Good,Excellent,4,5
5750150,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0575/005750150.WAV,LOVE TO SEE THAT ALL THE TREES ARE DOWN,8,Good,Average,4,3
5750168,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0575/005750168.WAV,POSSIBLE FOR ME TO MEET YOU,8,Good,Average,4,3
5750178,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0575/005750178.WAV,WHAT'S ARE YOU GOING AS,7,Good,Average,4,3
5750179,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0575/005750179.WAV,BEAUTIFUL DAY TO BE A FAN,8,Good,Average,4,3
5750237,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0575/005750237.WAV,LISTENING TO WANTED ON THE RADIO,7,Good,Excellent,4,5
5750249,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0575/005750249.WAV,TIME FOR ME TO MAKE IT PRETTY,8,Good,Bad,4,2
5750268,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0575/005750268.WAV,ALL ABOUT THE CHINA CUP FOR ME,7,Good,Average,4,3
5750270,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0575/005750270.WAV,RIGHT NOW IS THE TIME TO MAKE THAT MOVE,7,Good,Excellent,4,5
5750290,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0575/005750290.WAV,DO YOU BELIEVE IN DREAMS,8,Good,Excellent,4,5
5750297,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0575/005750297.WAV,I WILL CONTINUE TO LOOK UP TO HERE,8,Good,Excellent,4,5
5750298,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0575/005750298.WAV,HOPE IS IN THE TOUR,8,Good,Excellent,4,5
5750300,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0575/005750300.WAV,THE BEAST PACKAGE IS BACK,7,Good,Excellent,4,5
5750303,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0575/005750303.WAV,IT IS A GREAT RESOURCE,8,Good,Bad,4,2
5750321,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0575/005750321.WAV,THEY PASS INTO THE STREET,8,Good,Average,4,3
5750330,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0575/005750330.WAV,THE ANSWER TO THAT WAS ALSO BEGINNING TO COME,8,Good,Excellent,4,5
5750347,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0575/005750347.WAV,IT WOULD BE IMPOSSIBLE IN THIS LITTLE FLAT,7,Good,Average,4,3
5940019,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0594/005940019.WAV,I COULD TAKE NO MORE OF THE FACE OF,8,Good,Average,4,3
5940025,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0594/005940025.WAV,I HAVE NO CHANCE WHAT TO EXPRESS,8,Good,Bad,4,2
5940141,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0594/005940141.WAV,WHERE ARE YOU PLAYING TO PLAY NOW,8,Good,Average,4,3
5940142,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0594/005940142.WAV,I NEED TO FIND THAT BOOK,8,Good,Average,4,3
5940164,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0594/005940164.WAV,I WAS THE FIRST ON THE TAKE YOU,7,Good,Excellent,4,5
5940174,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0594/005940174.WAV,GET IN TOUCH I WILL PUT YOU IN THE RIGHT,7,Good,Worst,4,1
5940193,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0594/005940193.WAV,I WANT TO BE OUT IN THE SHOW,8,Good,Average,4,3
5940195,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0594/005940195.WAV,IT WAS A GREAT NIGHT,3,Poor,Good,2,4
5940234,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0594/005940234.WAV,SURE WE WILL GO WITH THAT,6,Fair,Good,3,4
5940237,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0594/005940237.WAV,A BRIGHT LIGHT AT THE END OF THE,7,Good,Bad,4,2
5940238,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0594/005940238.WAV,THIS HAPPENED TO ME IN COLLEGE,6,Fair,Bad,3,2
5940252,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0594/005940252.WAV,DO YOU KNOW SOMEONE WHO WILL,7,Good,Excellent,4,5
5940263,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0594/005940263.WAV,WHAT DO YOU NOT WANT TO TALK TALK ABOUT,7,Good,Average,4,3
5940267,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0594/005940267.WAV,HELP THEM WITHOUT HAVING TO BE,3,Poor,Worst,2,1
5940271,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0594/005940271.WAV,I JUST WANT HIM TO LOVE ME,8,Good,Excellent,4,5
5940283,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0594/005940283.WAV,I THINK IT'S TIME TO REST,8,Good,Average,4,3
5940304,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0594/005940304.WAV,I FEEL LIKE GOING FOR A WAKE,8,Good,Average,4,3
5940318,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0594/005940318.WAV,I FEEL JUST AS IF I WERE IN A BOOK,6,Fair,Good,3,4
5940373,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0594/005940373.WAV,AFTER ALL SHE COULD DO HIM NO INJURE,6,Fair,Bad,3,2
5940380,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0594/005940380.WAV,WHERE WERE WE GOING AND THAT WERE WE TO DO,3,Poor,Average,2,3
7390013,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0739/007390013.WAV,BUT IT CERTAINLY IS POSSIBLE,6,Fair,Good,3,4
7390019,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0739/007390019.WAV,THE WOLFS WERE NOT QUITE AS BAD,4,Poor,Worst,2,1
7390062,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0739/007390062.WAV,IT WAS A TOUGH POSITION TO BE IN,7,Good,Average,4,3
7390070,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0739/007390070.WAV,IT'S ABOUT WHAT KIND OF LIVES AMERICAN PEOPLE WILL LEAD,6,Fair,Good,3,4
7390072,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0739/007390072.WAV,AND IT'S AGAINST THE LAW,7,Good,Worst,4,1
7390092,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0739/007390092.WAV,IT SHOULD BE LOST OF RUN,7,Good,Bad,4,2
7390119,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0739/007390119.WAV,NOTHING TO DO WITH HAVING A BABY,7,Good,Excellent,4,5
7390120,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0739/007390120.WAV,I HAVE NO TIME FOR GUESSING,8,Good,Average,4,3
7390139,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0739/007390139.WAV,IT'S MONDAY IN MY NECK OF THE WOODS,7,Good,Excellent,4,5
7390160,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0739/007390160.WAV,I'M MORE THAN WHAT THEM WANT TO BELIEVE,7,Good,Worst,4,1
7390195,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0739/007390195.WAV,IT WALL DEPENDS ON WHAT IS IN OUR HEARTS,7,Good,Average,4,3
7390197,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0739/007390197.WAV,I SHAME TO BE THE ONLY ONE,7,Good,Average,4,3
7390208,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0739/007390208.WAV,LET US KNOW WHAT YOU THINK OF IT,7,Good,Excellent,4,5
7390211,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0739/007390211.WAV,LOST AN HOUR OF SLEEP,7,Good,Bad,4,2
7390220,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0739/007390220.WAV,NOTHING WILL KEEP ME AWAY FROM THIS MUSIC,7,Good,Excellent,4,5
7390228,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0739/007390228.WAV,DO WE NEED TO SAY EVERYTHING,7,Good,Excellent,4,5
7390238,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0739/007390238.WAV,TIME TO PUT YOUR MIND THE TEST,7,Good,Excellent,4,5
7390281,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0739/007390281.WAV,IT'S A VERY AMERICAN VIEW,7,Good,Average,4,3
7390294,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0739/007390294.WAV,BEAT THE TIGER FOR US,7,Good,Excellent,4,5
7390355,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0739/007390355.WAV,BUT WE MUST SPEAK FURTHER OF IN HIS SONGS,6,Fair,Excellent,3,5
8130061,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0813/008130061.WAV,IT WAS JUST LIKE A SPRING TRAINING PLAY,9,Excellent,Good,5,4
8130081,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0813/008130081.WAV,THE JAZZ WERE UNABLE TO GET OFF A FINAL SHOT,9,Excellent,Good,5,4
8130091,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0813/008130091.WAV,THREE OF THE VICTIMS WERE LISTED IN SERIOUS CONDITION,9,Excellent,Good,5,4
8130100,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0813/008130100.WAV,BUT I WOULD IF HE WERE THE BEST PLAYER,9,Excellent,Good,5,4
8130153,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0813/008130153.WAV,LOVE IS IN THE BUILDING,10,Excellent,Good,5,4
8130196,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0813/008130196.WAV,I JUST WANT TO BE THERE,10,Excellent,Average,5,3
8130222,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0813/008130222.WAV,YOU DIG HELP MAKE IT HAPPEN,9,Excellent,Good,5,4
8130233,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0813/008130233.WAV,WHERE ARE YOU GOING TO KEEP IT,9,Excellent,Average,5,3
8130257,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0813/008130257.WAV,BUT IT IS GOOD ALONE,10,Excellent,Good,5,4
8130271,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0813/008130271.WAV,WE WILL HAVE TO AGREE TO DISAGREE,10,Excellent,Average,5,3
8130281,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0813/008130281.WAV,ESPECIALLY AFTER A LONG SESSION,10,Excellent,Average,5,3
8130282,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0813/008130282.WAV,I'M SO LUCKY TO LIVE IN SUCH A BEAUTIFUL PLACE,10,Excellent,Good,5,4
8130283,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0813/008130283.WAV,LITTLE TOO MUCH TIME ON MY HANDS TODAY,9,Excellent,Good,5,4
8130288,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0813/008130288.WAV,THINGS ARE ONLY GOING TO GET WORSE FROM HERE,9,Excellent,Average,5,3
8130301,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0813/008130301.WAV,BUT HE WANTS TO COME SOONER,10,Excellent,Good,5,4
8130339,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0813/008130339.WAV,THE GIRL WAS FOUR AT THE TIME,10,Excellent,Good,5,4
8130340,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0813/008130340.WAV,OH IT IS RICH TO SEE AND HEAR HER,9,Excellent,Good,5,4
8130346,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0813/008130346.WAV,IT WAS A SUFFICIENT ANSWER,8,Good,Average,4,3
8130356,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0813/008130356.WAV,AND THEN HE WILL TAKE IT,10,Excellent,Good,5,4
8130380,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0813/008130380.WAV,I BEG TO KNOW IF SUCH WERE THE FACT,9,Excellent,Good,5,4
9600062,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0960/009600062.WAV,THE GAME IS FILLED WITH THIS,7,Good,Bad,4,2
9600113,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0960/009600113.WAV,HE'S UP AGAINST SOMETHING THAT IS NOT GOING TO YIELD,7,Good,Excellent,4,5
9600118,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0960/009600118.WAV,IS IT POSSIBLE YOU ARE IN THE WRONG ACCOUNT,7,Good,Average,4,3
9600120,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0960/009600120.WAV,JUST A PIECE OF TODAY,8,Good,Excellent,4,5
9600127,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0960/009600127.WAV,THE ONLY THING YOU NEED TO SEE TODAY,8,Good,Excellent,4,5
9600129,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0960/009600129.WAV,NEED TO INVEST IN YOUR FUTURE,8,Good,Average,4,3
9600133,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0960/009600133.WAV,BUT WERE DEPENDENCE ON THE IMPORTANCE OF THE GAME,7,Good,Worst,4,1
9600140,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0960/009600140.WAV,IT'S GOOD TO BE THE CAPTAIN,8,Good,Average,4,3
9600186,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0960/009600186.WAV,FEEL FOR HIS WIFE AND SONGS,9,Excellent,Good,5,4
9600190,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0960/009600190.WAV,ONCE YOU LOSE THE PASSION IT IS A WRAP,7,Good,Average,4,3
9600205,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0960/009600205.WAV,IS LOOKING FORWARD TO THE TENNIS TOMORROW,7,Good,Excellent,4,5
9600215,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0960/009600215.WAV,DAY ONE IN THE BAG,8,Good,Bad,4,2
9600262,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0960/009600262.WAV,IT'S GOOD TO BE WHITE,8,Good,Average,4,3
9600267,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0960/009600267.WAV,YOU HAVE NO IDEA HOW WRONG YOU ARE,9,Excellent,Good,5,4
9600270,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0960/009600270.WAV,THINKING OF HIS FAMILY AND FRIENDS,8,Good,Excellent,4,5
9600287,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0960/009600287.WAV,I KNOW I AM GOING TO BED,8,Good,Excellent,4,5
9600335,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0960/009600335.WAV,AND THIS IS MY OPINION AND IT'S A FINAL ONE,7,Good,Worst,4,1
9600337,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0960/009600337.WAV,I MADE HIS ACQUAINTANCE HERE,6,Fair,Bad,3,2
9600338,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0960/009600338.WAV,THE NEXT STOP WAS AT THE MUSEUM,7,Good,Average,4,3
9600343,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0960/009600343.WAV,WHAT A DAY FOR A BATHE,7,Good,Average,4,3
10120008,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1012/010120008.WAV,IT'S SOMETHING TO WATCH FOR,9,Excellent,Good,5,4
10120059,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1012/010120059.WAV,HE ALLOWED FIVE WRONGS AND EIGHT HITS OVER FIVE INNINGS,8,Good,Excellent,4,5
10120071,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1012/010120071.WAV,I WAS ALL OVER HIM IN THE SECOND SET,8,Good,Bad,4,2
10120128,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1012/010120128.WAV,HE'S A DOCTOR OF EVERYTHING,9,Excellent,Good,5,4
10120148,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1012/010120148.WAV,I HAVE A FEELING THIS IS ONLY THE BEGINNING,9,Excellent,Good,5,4
10120166,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1012/010120166.WAV,I THINK THAT'S WHAT YOU WANT TO BE,9,Excellent,Good,5,4
10120180,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1012/010120180.WAV,I GO WITH THE FOLLOW,9,Excellent,Good,5,4
10120193,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1012/010120193.WAV,WELCOME TO THE NEW BOSS,9,Excellent,Average,5,3
10120200,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1012/010120200.WAV,YOU WILL FEEL A LOT OF PAIN,9,Excellent,Good,5,4
10120208,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1012/010120208.WAV,JUST GETTING READY TO GO OUT AND YOU,9,Excellent,Good,5,4
10120212,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1012/010120212.WAV,NOT IN THE MOOD OF ANY OF THEM,9,Excellent,Good,5,4
10120219,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1012/010120219.WAV,DO YOU THINK IT WILL BE CONFIRMED,9,Excellent,Good,5,4
10120243,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1012/010120243.WAV,IT'S BASED OF WHAT HAPPENED TO ME AND MY COUSIN,8,Good,Excellent,4,5
10120255,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1012/010120255.WAV,HE TRYING TO GET BACK IN THE HOUSE,9,Excellent,Good,5,4
10120265,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1012/010120265.WAV,IRON BANNER CONTROL IS BACK,8,Good,Excellent,4,5
10120269,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1012/010120269.WAV,SPENDING TOO MUCH TIME ON A GAME,9,Excellent,Good,5,4
10120303,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1012/010120303.WAV,DOING THE LITTLE THINGS CAN MAKE A BIG DIFFERENCE,9,Excellent,Good,5,4
10120334,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1012/010120334.WAV,I HAD JUST COME IN FROM THE STREET,9,Excellent,Good,5,4
10120335,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1012/010120335.WAV,IT WAS SO WELL PRINTED ON SUCH GOOD PAPER,10,Excellent,Good,5,4
10120374,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1012/010120374.WAV,THAT WAS DIFFICULT TO SAY,9,Excellent,Good,5,4
10270117,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1027/010270117.WAV,YELL THE VERY SAME THING,9,Excellent,Good,5,4
10270124,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1027/010270124.WAV,HOW CAN THEY BE ALLOWED TO TRADE,9,Excellent,Good,5,4
10270131,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1027/010270131.WAV,TIME TO BUY A NEW HOME,10,Excellent,Good,5,4
10270140,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1027/010270140.WAV,WE HAVE TO GET IT OUT OF OR CULTURE,9,Excellent,Good,5,4
10270170,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1027/010270170.WAV,YOU COMING BACK FOR THE GAMES,9,Excellent,Good,5,4
10270198,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1027/010270198.WAV,SOME OF US ARE NOT HERE TO BE LOVED,9,Excellent,Good,5,4
10270226,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1027/010270226.WAV,THAT SEEMS TO WORK FOR THEM,9,Excellent,Good,5,4
10270238,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1027/010270238.WAV,MAYBE THIS WILL BE THE DAY,10,Excellent,Good,5,4
10270265,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1027/010270265.WAV,THIS IS NOT A SERIOUS PROBLEM,9,Excellent,Good,5,4
10270268,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1027/010270268.WAV,I WANT TO BE ABLE TO START MY OWN PROJECTS,9,Excellent,Good,5,4
10270294,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1027/010270294.WAV,AND YES AT THE SAME TIME,9,Excellent,Good,5,4
10270301,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1027/010270301.WAV,YOU HAVE TO LEAVE THE HOUSE PLEASE,8,Good,Average,4,3
10270306,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1027/010270306.WAV,THEN HE RETURNED TO HER AND DEMANDED SOMETHING TO EAT,9,Excellent,Good,5,4
10270314,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1027/010270314.WAV,HE WANTED ME ON THIS JOB,9,Excellent,Good,5,4
10270349,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1027/010270349.WAV,THE UNCLE MUST BE VERY RICH INDEED,9,Excellent,Good,5,4
10270354,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1027/010270354.WAV,I THINK IT'S QUITE PROPER,9,Excellent,Good,5,4
10270356,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1027/010270356.WAV,HERE WE ARE CAUGHT JUST AS THEY WERE BEFORE,9,Excellent,Good,5,4
10270366,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1027/010270366.WAV,IT WAS A TREAT TO SEE HER AT HER WORK,9,Excellent,Good,5,4
10270368,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1027/010270368.WAV,HER EYES MY DEAR BOY ARE SO BEAUTIFUL,9,Excellent,Good,5,4
10270377,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1027/010270377.WAV,AND THEY WOULD GET A FORMAL END TO THE CONFLICT,8,Good,Average,4,3
10290003,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1029/010290003.WAV,BUT THERE HAD BETTER NOT BE,9,Excellent,Good,5,4
10290066,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1029/010290066.WAV,HE LEFT BEHIND A WIFE AND A YOUNG SON,9,Excellent,Average,5,3
10290094,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1029/010290094.WAV,IT'S REALLY A GOOD ONE,10,Excellent,Average,5,3
10290096,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1029/010290096.WAV,A BLACK TRUCK STOPS IN FRONT OF YOU,9,Excellent,Good,5,4
10290123,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1029/010290123.WAV,THANK YOU FOR MAKING ME FEEL SO ALIVE,8,Good,Average,4,3
10290152,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1029/010290152.WAV,THIS ELECTION IS GOING TO BE A TURNING POINT,9,Excellent,Good,5,4
10290179,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1029/010290179.WAV,THIS ONE IS FOR THE ARMY,9,Excellent,Good,5,4
10290189,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1029/010290189.WAV,YOU THINK THAT THIS IS OKAY,9,Excellent,Average,5,3
10290229,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1029/010290229.WAV,TO SWIM OR NOT TO SWIM,10,Excellent,Good,5,4
