id,audio_path,transcript,accuracy_5scale,rejected_label,label_num,rejected_label_num,dpo_weight
11970132,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1197/011970132.WAV,LOWEN IS DRAWING THE PUMPKIN,Good,Excellent,4,5,1.5
11970141,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1197/011970141.WAV,I'M NOT A REAL SALESPERSON,Good,Average,4,3,1.5
11970142,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1197/011970142.WAV,MARY IS NOT A REAL ACTOR,Good,Average,4,3,1.5
11970145,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1197/011970145.WAV,JACK LIKES THE SCIENCE CLASS AT SCHOOL,Good,Excellent,4,5,1.5
11970165,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1197/011970165.WAV,ARE YOU GOING IN NOW,Good,Average,4,3,1.5
11970173,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1197/011970173.WAV,THAT WE'RE HAPPY,Good,Excellent,4,5,1.5
11970175,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1197/011970175.WAV,AND HERE AM I AND HERE ARE YOU,Good,Average,4,3,1.5
12030007,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1203/012030007.WAV,LILLY WENT TO SEE FISH,Good,Average,4,3,1.5
12030010,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1203/012030010.WAV,LUCY RAN AWAY FROM THE FISH,Good,Excellent,4,5,1.5
12030013,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1203/012030013.WAV,SANDY CAN PAINT THE CAT,Good,Excellent,4,5,1.5
12030024,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1203/012030024.WAV,PETER LOVES CANADA,Good,Excellent,4,5,1.5
12030027,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1203/012030027.WAV,CASEY IS A FRIEND FROM CANADA,Good,Excellent,4,5,1.5
12030031,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1203/012030031.WAV,FOUR TWO ONE THREE,Excellent,Good,5,4,1.5
12030032,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1203/012030032.WAV,NINE NINE TWO SIX,Good,Average,4,3,1.5
12030036,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1203/012030036.WAV,FIVE NINE FIVE THREE,Good,Excellent,4,5,1.5
12030043,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1203/012030043.WAV,SIX ONE SEVEN SIX,Excellent,Good,5,4,1.5
12030044,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1203/012030044.WAV,SIX THREE SEVEN NINE,Excellent,Good,5,4,1.5
12030053,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1203/012030053.WAV,LILLY IS AN EXPERT AT GOLF,Good,Average,4,3,1.5
12030055,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1203/012030055.WAV,HE IS GOOD AT AMERICAN FOOTBALL,Good,Excellent,4,5,1.5
12030058,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1203/012030058.WAV,MARY AT A LITTLE EGG,Good,Excellent,4,5,1.5
12030072,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1203/012030072.WAV,LOOK AT MY MOUTH,Good,Excellent,4,5,1.5
12030078,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1203/012030078.WAV,BY CASEY MOUTH,Good,Average,4,3,1.5
12030083,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1203/012030083.WAV,BET LIKES YOUR BLUE JAZZ,Good,Excellent,4,5,1.5
12030093,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1203/012030093.WAV,HERE IS BETTY'S SCARE,Excellent,Good,5,4,1.5
12030097,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1203/012030097.WAV,MISS GOT ON THE SHIP,Good,Average,4,3,1.5
12030116,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1203/012030116.WAV,SO PETER WAIT INTO THE HOSPITAL,Good,Average,4,3,1.5
12030138,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1203/012030138.WAV,LUCY LOVE POT TOWEL,Good,Average,4,3,1.5
12600017,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1260/012600017.WAV,A NEW TRACK IS PLANNED FOR THE FUTURE,Good,Excellent,4,5,1.5
12600072,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1260/012600072.WAV,WE WILL CONTINUE TO FIGHT THIS,Average,Good,3,4,1.5
12600082,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1260/012600082.WAV,THE UNITED STATES IS LIVING ON ITS PASTS,Good,Average,4,3,1.5
12600129,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1260/012600129.WAV,THAT PUT ME IN SUCH A GOOD MOOD,Good,Average,4,3,1.5
12600131,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1260/012600131.WAV,HAVE A LITTLE BIT OF FAITH LOVE,Good,Excellent,4,5,1.5
12600177,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1260/012600177.WAV,SHE IS OUT OF THIS WORLD,Good,Average,4,3,1.5
12600186,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1260/012600186.WAV,WELL THAT WAS A BAD PERIOD,Good,Excellent,4,5,1.5
12600210,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1260/012600210.WAV,APRIL IS OVER THEY OVER AND THEY RESULTS ARE IN,Average,Bad,3,2,1.5
12600219,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1260/012600219.WAV,FEELING A LITTLE TOO SAD,Good,Excellent,4,5,1.5
12600224,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1260/012600224.WAV,WAIT YOU HAVE A CALLED,Good,Average,4,3,1.5
12600251,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1260/012600251.WAV,LESS THAN A WEEK AGO,Good,Excellent,4,5,1.5
12600252,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1260/012600252.WAV,PRIDE IS A HUGE PROBLEM,Good,Excellent,4,5,1.5
12600263,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1260/012600263.WAV,HE IS GOING TO END UP DEAD,Good,Average,4,3,1.5
12600281,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1260/012600281.WAV,REPEAT COULD HAPPEN TO ANY OF US,Average,Good,3,4,1.5
12600295,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1260/012600295.WAV,WHAT'S UP WITH THE CALLS,Good,Excellent,4,5,1.5
12600330,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1260/012600330.WAV,HE PUSHED THE IDEA AWAY,Average,Bad,3,2,1.5
12600338,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1260/012600338.WAV,NOT BY A GOOD DEAL,Good,Excellent,4,5,1.5
12600345,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1260/012600345.WAV,WE PROFIT FROM THE WORK OF THE SPECIALISTS,Good,Average,4,3,1.5
12600357,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1260/012600357.WAV,AMONG RUSSIANS THERE ARE MANY SUCH,Good,Average,4,3,1.5
12600368,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1260/012600368.WAV,SHE'S ONE OF THESE WILD FELLOWS,Good,Excellent,4,5,1.5
13090018,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1309/013090018.WAV,SO OF COURSE I WAS PICKED ON,Excellent,Good,5,4,1.5
13090027,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1309/013090027.WAV,IT IS A CONTRADICTION IN TERMS,Good,Excellent,4,5,1.5
13090041,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1309/013090041.WAV,SHE HAD SUFFERED STROKES AND HEART FAILURE,Excellent,Good,5,4,1.5
13090051,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1309/013090051.WAV,HOWEVER THAT WAS THEN AND THIS IS NOW,Good,Excellent,4,5,1.5
13090076,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1309/013090076.WAV,AND WITHOUT FEAR OF BEING ARRESTED,Good,Average,4,3,1.5
13090105,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1309/013090105.WAV,I JUST WANT MY MONEY,Good,Excellent,4,5,1.5
13090128,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1309/013090128.WAV,THAT WAS THE BEFORE THIS IS THE AFTER,Good,Average,4,3,1.5
13090147,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1309/013090147.WAV,TOMORROW IS GOING TO BE A BIG DAY FOR ME,Good,Excellent,4,5,1.5
13090148,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1309/013090148.WAV,HOW DO YOU WIDE THE GAMES,Excellent,Good,5,4,1.5
13090160,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1309/013090160.WAV,I HAVE TO KEEP TELLING MYSELF THAT,Good,Average,4,3,1.5
13090179,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1309/013090179.WAV,SHE IS HIGH AS A KITE MOST OF THE TIME,Excellent,Good,5,4,1.5
13090181,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1309/013090181.WAV,COME BACK TO THE PARTY MAN,Excellent,Good,5,4,1.5
13090184,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1309/013090184.WAV,PASSED HALF A MILLION VIEWS,Excellent,Good,5,4,1.5
13090185,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1309/013090185.WAV,MAINLY THOSE WHO WERE NOT WORKING,Excellent,Good,5,4,1.5
13090202,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1309/013090202.WAV,WHERE ARE THE BELLES FROM,Excellent,Good,5,4,1.5
13090232,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1309/013090232.WAV,PEOPLE ARE NOT READY FOR IT,Good,Excellent,4,5,1.5
13090267,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1309/013090267.WAV,THEN WOULD STOP WORKING IN THE MIDDLE OF THE NIGHT,Good,Excellent,4,5,1.5
13090287,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1309/013090287.WAV,CHEESE IS ON THE ATTACK,Good,Average,4,3,1.5
13090339,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1309/013090339.WAV,BUT I WANTED TO KNOW SO BADLY,Good,Average,4,3,1.5
13090364,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1309/013090364.WAV,LOVE TO THROW YOURSELF ON THE EARTH AND KISS IT,Good,Average,4,3,1.5
13360001,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1336/013360001.WAV,OUR FUTURE IS NEVER TRAPPED IN THE HANDS OF FATE,Good,Excellent,4,5,1.5
13360002,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1336/013360002.WAV,HE HAD A HEART OF GOD,Good,Excellent,4,5,1.5
13360016,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1336/013360016.WAV,WE COME IN WITH A CANDIDATE,Good,Average,4,3,1.5
13360082,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1336/013360082.WAV,IT IS THE RESULT OF MAJOR REFORM IN THE COUNTRY,Good,Excellent,4,5,1.5
13360123,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1336/013360123.WAV,IT IS A GOOD POINT,Good,Excellent,4,5,1.5
13360130,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1336/013360130.WAV,BUT EVEN THAT IS PART OF THE POINT,Good,Excellent,4,5,1.5
13360140,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1336/013360140.WAV,HOW IS IT MARCH ALREADY,Good,Excellent,4,5,1.5
13360145,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1336/013360145.WAV,A MEN A CAMERA A BOOK,Average,Good,3,4,1.5
13360146,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1336/013360146.WAV,SO I CAN TAKE A LISTEN,Good,Average,4,3,1.5
13360161,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1336/013360161.WAV,WANT TO BE THE FIRST TO HEAR THE NEWS,Good,Excellent,4,5,1.5
13360162,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1336/013360162.WAV,THIS IS A WASTE OF MONEY,Good,Average,4,3,1.5
13360171,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1336/013360171.WAV,I HOPE YOU WILL HAVE THE BEST BIRTHDAY,Good,Average,4,3,1.5
13360226,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1336/013360226.WAV,WHAT TIME WOULD YOU LIKE TO DO,Good,Excellent,4,5,1.5
13360234,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1336/013360234.WAV,TRYING TO GET UP AND GET READY FOR WORK,Good,Average,4,3,1.5
13360235,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1336/013360235.WAV,THIS IS THE BEST LUNCH,Good,Excellent,4,5,1.5
13360257,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1336/013360257.WAV,THEN WE HAVE A WINNER,Good,Excellent,4,5,1.5
13360263,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1336/013360263.WAV,THE PICTURE OF THE NIGHT,Good,Excellent,4,5,1.5
13360268,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1336/013360268.WAV,BUT WE HAVE THE BRAINS,Good,Average,4,3,1.5
13360360,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1336/013360360.WAV,THERE HE IS ON THE BACK SEAT,Good,Excellent,4,5,1.5
13360363,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1336/013360363.WAV,HE SEEMED TO SHAKE HIMSELF,Good,Average,4,3,1.5
13620027,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1362/013620027.WAV,IT IS A WORLD PROBLEM,Good,Excellent,4,5,1.5
13620030,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1362/013620030.WAV,HE'S A TRUE TIME PLAYER ON THE OFF AN FLIGHT,Good,Average,4,3,1.5
13620106,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1362/013620106.WAV,IF YOU MISS THERE'S A RARELY CONSEQUENCE,Good,Excellent,4,5,1.5
13620108,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1362/013620108.WAV,BUT THERE WAS NO ONE WHO COULD HELP,Good,Excellent,4,5,1.5
13620128,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1362/013620128.WAV,GOING TO GIVE A GO,Good,Average,4,3,1.5
13620137,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1362/013620137.WAV,WE NEED YOU HELP TO KEEP IT UP,Good,Excellent,4,5,1.5
13620140,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1362/013620140.WAV,I CAN SEE IT BEING A NEW TURNED,Good,Average,4,3,1.5
13620143,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1362/013620143.WAV,SHOULD BE FUN TO SEE THE RESULTS,Good,Excellent,4,5,1.5
13620146,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1362/013620146.WAV,IT'S A LIE OF COURSE,Good,Average,4,3,1.5
13620162,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1362/013620162.WAV,ARE YOU AT THE CONCERT,Good,Excellent,4,5,1.5
13620175,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1362/013620175.WAV,BUT HE'S NOT SUPPOSED TO BE GOOD,Good,Average,4,3,1.5
13620184,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1362/013620184.WAV,FIRST ONE OF THE EVENING,Good,Excellent,4,5,1.5
13620185,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1362/013620185.WAV,LIVING IN THE BAY WITH A WIN IN THE BAY,Good,Excellent,4,5,1.5
13620210,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1362/013620210.WAV,WELCOME TO THE START OF THE WORK WEEK,Good,Average,4,3,1.5
13620241,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1362/013620241.WAV,NEED TO GET THE REST,Good,Excellent,4,5,1.5
13620257,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1362/013620257.WAV,MAKE THE RIGHT CHOICE PARENTS,Good,Average,4,3,1.5
13620258,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1362/013620258.WAV,DO YOU KNOW THE ANSWER,Good,Average,4,3,1.5
13620292,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1362/013620292.WAV,THAT'S THE TRADE TIME I ASK,Good,Average,4,3,1.5
13620361,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1362/013620361.WAV,BUT IT WAS SLOW WORK,Good,Excellent,4,5,1.5
13620366,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1362/013620366.WAV,THEN HE MADE FOR HOME,Good,Average,4,3,1.5
13720023,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1372/013720023.WAV,I HAD A GREAT TIME,Excellent,Good,5,4,1.5
13720051,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1372/013720051.WAV,THAT WAS CERTAINLY AS TOUGH DAY IN MY LIFE,Good,Average,4,3,1.5
13720070,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1372/013720070.WAV,AND OF COURSE IT HAPPENS THAT WAY,Good,Excellent,4,5,1.5
13720082,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1372/013720082.WAV,THERE WAS NO REASON TO TAKE HIM OUT,Good,Excellent,4,5,1.5
13720140,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1372/013720140.WAV,AND IF SO WILL IS THE REAL ONE,Good,Excellent,4,5,1.5
13720152,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1372/013720152.WAV,AM I NOT ALLOWED TO LEAVE MY HOUSE,Good,Average,4,3,1.5
13720153,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1372/013720153.WAV,READY TO GET DOWN TO BUSINESS,Good,Average,4,3,1.5
13720167,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1372/013720167.WAV,GET ME OUT OF HERE PLEASE,Good,Average,4,3,1.5
13720182,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1372/013720182.WAV,WE CAN NEVER HAVE TOO MANY FRIENDS,Good,Average,4,3,1.5
13720189,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1372/013720189.WAV,MY GOAL IN LIFE IS TO BE BETTER THAN YOU,Good,Excellent,4,5,1.5
13720198,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1372/013720198.WAV,GREAT TO SEE YOU BANK ON ILL,Good,Excellent,4,5,1.5
13720199,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1372/013720199.WAV,GOING TO APPLY FOR A JOB TODAY,Good,Excellent,4,5,1.5
13720201,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1372/013720201.WAV,ANYTHING TO HAVE YOU HERE AGAIN,Good,Average,4,3,1.5
13720215,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1372/013720215.WAV,LET'S GO TO THE FARM,Good,Excellent,4,5,1.5
13720233,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1372/013720233.WAV,THAT WAS THE MESSAGE RIGHT,Good,Excellent,4,5,1.5
13720256,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1372/013720256.WAV,BUT YOU KNOW WHAT THIS MEAN RIGHT,Good,Excellent,4,5,1.5
13720274,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1372/013720274.WAV,I WANT TO SEE YOU IN THE QUARTER FINALS,Good,Average,4,3,1.5
13720275,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1372/013720275.WAV,IN THE MEAN TIME ENJOY THE JOURNEY,Excellent,Good,5,4,1.5
13720311,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1372/013720311.WAV,BUT YOU HAVE TO LISTEN DARLING,Good,Average,4,3,1.5
13720360,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1372/013720360.WAV,HOW GOOD IT IS OF YOU TO BE HERE,Good,Excellent,4,5,1.5
14070040,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1407/014070040.WAV,MY WORK IS GOING TO BE CUT OUT FOR ME,Good,Excellent,4,5,1.5
14070080,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1407/014070080.WAV,THE PEOPLE WERE VERY FRIENDLY,Good,Average,4,3,1.5
14070092,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1407/014070092.WAV,THAT'S A VERY SMALL AMOUNT OF MONEY,Good,Excellent,4,5,1.5
14070101,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1407/014070101.WAV,THE NEED IS TO MAKE THIS MORE EFFECTIVE,Average,Good,3,4,1.5
14070159,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1407/014070159.WAV,I KNOW A LOT OF THOSE,Good,Excellent,4,5,1.5
14070207,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1407/014070207.WAV,WELCOME AND HAVE A GREAT WEEKEND,Good,Average,4,3,1.5
14070217,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1407/014070217.WAV,LET'S GO TO THE SHIP,Good,Average,4,3,1.5
14070239,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1407/014070239.WAV,FUN TO PRACTICE IN GARDEN,Good,Average,4,3,1.5
14070248,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1407/014070248.WAV,LOVE AS MUCH AS WE DO,Good,Excellent,4,5,1.5
14070265,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1407/014070265.WAV,THAT'S HOW THEY SAY IT IN SOUTH,Good,Excellent,4,5,1.5
14070270,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1407/014070270.WAV,BATS NEED TO GET GOING,Good,Average,4,3,1.5
14070281,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1407/014070281.WAV,GOOD LUCK TO EVERYONE ELSE IN THE THIS,Good,Average,4,3,1.5
14070297,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1407/014070297.WAV,GOOD MORNING HOPE YOU HAVE A WONDERFUL DAY TODAY,Average,Bad,3,2,1.5
14070304,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1407/014070304.WAV,WILL THE KINGS HAVE A CHANCE TO REPEAT,Good,Average,4,3,1.5
14070308,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1407/014070308.WAV,THAT IS I ASK QUESTIONS AND GOD ANSWERS,Good,Average,4,3,1.5
14070336,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1407/014070336.WAV,NEXT YEAR WILL BE DIFFERENT SHE THOUGHT,Good,Average,4,3,1.5
14070341,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1407/014070341.WAV,OF ALL SUBJECTS OF DISCUSSION THIS IS THE MOST DIFFICULT,Good,Average,4,3,1.5
14070343,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1407/014070343.WAV,NOW HE WAS BORED AND ALSO ANGRY,Good,Excellent,4,5,1.5
14070349,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1407/014070349.WAV,HE IS NOT USED TALKING THIS WAY WITH A WOMAN,Good,Average,4,3,1.5
14070358,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1407/014070358.WAV,THAT'S WHAT'S THE MATTER WITH HIM NOW,Good,Average,4,3,1.5
14180002,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1418/014180002.WAV,SOME MANDY WANTS TO FIND THE AUNT,Good,Excellent,4,5,1.5
14180008,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1418/014180008.WAV,LILLY CAN PLANT THE FISH,Good,Average,4,3,1.5
14180011,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1418/014180011.WAV,DO CAN DRAW THE COW,Good,Average,4,3,1.5
14180013,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1418/014180013.WAV,MARY CAN SEE THE SAY,Good,Excellent,4,5,1.5
14180044,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1418/014180044.WAV,SEVEN FOUR NINE FIVE,Good,Excellent,4,5,1.5
14180051,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1418/014180051.WAV,PETER LIKES ICE SKATING,Good,Excellent,4,5,1.5
