audiofilepath,transcript,phoneme_scores
/path/to/wavs/014070297.wav,GOOD MORNING HOPE YOU HAVE A WONDERFUL DAY TODAY,ɡ/2.0 ʊ/2.0 d/2.0 m/2.0 ɔː/2.0 n/2.0 ɪ/2.0 ŋ/2.0 h/2.0 oʊ/2.0 p/1.8 j/2.0 u/1.8 h/2.0 æ/2.0 v/2.0 ə/2.0 w/2.0 ʌ/2.0 n/2.0 d/2.0 ə/2.0 f/2.0 l/2.0 d/2.0 eɪ/1.0 t/2.0 ə/2.0 d/2.0 eɪ/1.6
/path/to/wavs/014070304.wav,WILL THE KINGS HAVE A CHANCE TO REPEAT,w/1.6 ɪ/1.6 l/1.0 ð/0.8 ə/1.2 k/2.0 ɪ/2.0 ŋ/2.0 z/2.0 h/2.0 æ/2.0 v/2.0 ə/2.0 tʃ/2.0 æ/2.0 n/2.0 s/2.0 t/2.0 u/1.6 ɹ/2.0 ɪ/2.0 p/2.0 iː/2.0 t/2.0
/path/to/wavs/014070308.wav,THAT IS I ASK QUESTIONS AND GOD ANSWERS,ð/2.0 æ/2.0 t/2.0 ɪ/2.0 z/1.8 aɪ/1.8 ɑ/2.0 s/2.0 k/1.6 k/2.0 w/2.0 ɛ/2.0 s/1.6 tʃ/1.8 ə/2.0 n/2.0 z/1.4 æ/2.0 n/2.0 d/2.0 ɡ/2.0 ə/2.0 d/1.4 ɑː/2.0 n/2.0 s/2.0 ə/2.0 z/1.6
/path/to/wavs/014070336.wav,NEXT YEAR WILL BE DIFFERENT SHE THOUGHT,n/2.0 ɛ/2.0 k/2.0 s/2.0 t/2.0 j/2.0 ɪ/1.8 ə/1.8 w/2.0 ɪ/2.0 l/2.0 b/2.0 i/2.0 d/2.0 ɪ/2.0 f/2.0 ɹ/2.0 ə/2.0 n/2.0 t/1.6 ʃ/1.2 i/1.6 θ/0.4 ɔ/2.0 t/1.6
/path/to/wavs/014070341.wav,OF ALL SUBJECTS OF DISCUSSION THIS IS THE MOST DIFFICULT,ə/1.8 v/2.0 ɔ/2.0 l/2.0 s/2.0 ʌ/2.0 b/2.0 dʒ/2.0 ɛ/1.6 k/2.0 t/0.4 s/0.4 ə/2.0 v/2.0 d/2.0 ɪ/2.0 s/0.4 k/0.0 ʌ/0.0 ʃ/1.8 n/2.0 ð/2.0 ɪ/2.0 s/2.0 ɪ/2.0 z/2.0 ð/1.6 ə/1.6 m/2.0 oʊ/2.0 s/2.0 t/1.6 d/2.0 ɪ/2.0 f/1.6 ɪ/1.6 k/2.0 ə/2.0 l/2.0 t/2.0
/path/to/wavs/014070343.wav,NOW HE WAS BORED AND ALSO ANGRY,n/2.0 aʊ/1.8 h/2.0 i/2.0 w/2.0 ə/2.0 z/1.0 b/2.0 ɔ/2.0 ɹ/2.0 d/2.0 æ/2.0 n/2.0 d/2.0 ɔː/2.0 l/2.0 s/2.0 oʊ/2.0 æ/1.6 ŋ/2.0 ɡ/2.0 ɹ/2.0 i/2.0
/path/to/wavs/014070349.wav,HE IS NOT USED TALKING THIS WAY WITH A WOMAN,h/2.0 i/1.8 ɪ/2.0 z/2.0 n/2.0 ə/2.0 t/2.0 j/1.8 u/1.8 z/1.4 d/1.8 t/2.0 ɔː/2.0 k/2.0 ɪ/2.0 ŋ/2.0 ð/1.0 ɪ/1.2 s/1.2 w/2.0 eɪ/1.4 w/2.0 ɪ/2.0 ð/1.8 ə/2.0 w/2.0 ʊ/2.0 m/2.0 ə/2.0 n/2.0
/path/to/wavs/014070358.wav,THAT'S WHAT'S THE MATTER WITH HIM NOW,ð/2.0 æ/2.0 t/2.0 s/2.0 w/2.0 ə/2.0 t/2.0 s/2.0 ð/1.8 ə/1.6 m/2.0 æ/2.0 t/2.0 ɚ/1.6 w/2.0 ɪ/2.0 ð/1.8 h/2.0 ɪ/2.0 m/2.0 n/2.0 aʊ/2.0
/path/to/wavs/014180002.wav,SOME MANDY WANTS TO FIND THE AUNT,s/2.0 ə/2.0 m/2.0 m/2.0 æ/2.0 n/2.0 d/2.0 i/2.0 w/2.0 ʌ/2.0 n/2.0 t/2.0 s/2.0 t/2.0 u/2.0 f/2.0 aɪ/1.8 n/2.0 d/1.8 ð/2.0 ə/2.0 ɑ/2.0 n/2.0 t/2.0
/path/to/wavs/014180008.wav,LILLY CAN PLANT THE FISH,l/2.0 ɪ/2.0 l/2.0 i/2.0 k/2.0 æ/2.0 n/2.0 p/2.0 l/2.0 ɑ/2.0 n/2.0 t/1.8 ð/2.0 ə/2.0 f/2.0 ɪ/2.0 ʃ/2.0
/path/to/wavs/014180011.wav,DO CAN DRAW THE COW,d/2.0 ʊ/2.0 k/2.0 æ/2.0 n/2.0 d/1.8 ɹ/1.8 ɔ/2.0 ð/2.0 ə/2.0 k/2.0 aʊ/2.0
/path/to/wavs/014180013.wav,MARY CAN SEE THE SAY,m/2.0 æ/2.0 ɹ/2.0 ɪ/2.0 k/2.0 æ/2.0 n/2.0 s/2.0 i/2.0 ð/1.6 ə/2.0 s/2.0 eɪ/1.8
/path/to/wavs/014180044.wav,SEVEN FOUR NINE FIVE,s/2.0 ɛ/2.0 v/1.8 n/2.0 f/2.0 ɔ/2.0 n/2.0 aɪ/2.0 n/1.8 f/2.0 aɪ/2.0 v/1.8
/path/to/wavs/014180051.wav,PETER LIKES ICE SKATING,p/2.0 iː/2.0 t/2.0 ɚ/2.0 l/2.0 aɪ/2.0 k/2.0 s/2.0 aɪ/2.0 s/2.0 s/1.8 k/2.0 eɪ/2.0 t/2.0 ɪ/2.0 ŋ/2.0
/path/to/wavs/014180063.wav,HONEY LIKES CAKE,h/2.0 ʌ/2.0 n/2.0 i/2.0 l/2.0 aɪ/2.0 k/2.0 s/2.0 k/2.0 eɪ/2.0 k/2.0
/path/to/wavs/014180077.wav,LET'S DRAW NACY'S EYE,l/2.0 ɛ/2.0 t/2.0 s/2.0 d/2.0 ɹ/2.0 ɔ/1.8 n/2.0 ɑː/1.8 s/2.0 i/2.0 z/1.8 aɪ/2.0
/path/to/wavs/014180084.wav,BITTY LIKES YOUR RIGHT SWEATER,b/2.0 ɪ/2.0 t/2.0 i/2.0 l/2.0 aɪ/1.8 k/2.0 s/2.0 j/2.0 ʊ/2.0 ə/2.0 ɹ/2.0 aɪ/2.0 t/1.8 s/2.0 w/2.0 ɛ/2.0 t/2.0 ɚ/2.0
/path/to/wavs/014180088.wav,LOOK AT ALICE CHOOSE,l/2.0 ʊ/2.0 k/2.0 æ/1.8 t/2.0 æ/2.0 l/2.0 ɪ/2.0 s/2.0 tʃ/2.0 u/2.0 z/1.6
/path/to/wavs/014180100.wav,JACK ME GOT ON THE BUS,dʒ/2.0 æ/1.6 k/2.0 m/2.0 i/1.8 ɡ/2.0 ə/2.0 t/1.8 ə/2.0 n/2.0 ð/2.0 ə/2.0 b/2.0 ə/2.0 s/2.0
/path/to/wavs/014180131.wav,MIKE WASHED THE EGYPT PLANT,m/2.0 aɪ/2.0 k/2.0 w/2.0 ɑ/1.6 ʃ/2.0 t/2.0 ð/2.0 ə/2.0 iː/2.0 dʒ/2.0 ɪ/2.0 p/1.2 t/1.6 p/2.0 l/2.0 ɑ/2.0 n/2.0 t/2.0
/path/to/wavs/014180139.wav,TIM WHAT'S TO BE A GOOD A STUDENT,t/2.0 ɪ/2.0 m/2.0 w/2.0 ə/2.0 t/2.0 s/2.0 t/2.0 u/1.8 b/2.0 i/2.0 ə/1.6 ɡ/2.0 ʊ/2.0 d/2.0 ə/1.8 s/2.0 t/2.0 uː/2.0 d/2.0 n/2.0 t/2.0
/path/to/wavs/014180143.wav,LUCY WILL A READ IN JUNE SIXTH SEE,l/2.0 uː/2.0 s/1.2 ɪ/2.0 w/2.0 ɪ/2.0 l/1.6 ə/1.2 ɹ/2.0 i/2.0 d/2.0 ɪ/2.0 n/2.0 dʒ/1.6 u/0.0 n/0.4 s/2.0 ɪ/2.0 k/2.0 s/2.0 θ/1.2 s/2.0 i/2.0
/path/to/wavs/014180150.wav,WHAT ARE YOU DOING THIS FOR,w/2.0 ə/2.0 t/2.0 ɑ/2.0 j/2.0 u/1.8 d/2.0 uː/2.0 ɪ/2.0 ŋ/2.0 ð/2.0 ɪ/2.0 s/2.0 f/2.0 ɔ/2.0
/path/to/wavs/014180155.wav,HOW CAN YOU HERE,h/2.0 aʊ/2.0 k/2.0 æ/2.0 n/2.0 j/2.0 u/1.8 h/2.0 ɪ/2.0 ə/2.0
/path/to/wavs/014180158.wav,YOU TO BUY SURE,j/2.0 u/2.0 t/2.0 u/1.8 b/2.0 aɪ/2.0 ʃ/2.0 ʊ/1.8 ə/1.8
/path/to/wavs/014180160.wav,OH NOT THAT NO,oʊ/2.0 n/2.0 ə/2.0 t/2.0 ð/2.0 æ/2.0 t/2.0 n/2.0 oʊ/1.8
/path/to/wavs/014180165.wav,BE TO BUG TO BACK,b/2.0 i/2.0 t/2.0 u/2.0 b/2.0 ə/1.2 ɡ/2.0 t/2.0 u/2.0 b/2.0 æ/1.6 k/2.0
/path/to/wavs/014180166.wav,YES I SEE THE HOUSE,j/2.0 ɛ/2.0 s/2.0 aɪ/2.0 s/1.8 i/2.0 ð/2.0 ə/2.0 h/2.0 aʊ/2.0 s/2.0
/path/to/wavs/014190006.wav,LAYLA CAN DRAW THE MONKEY,l/2.0 eɪ/1.2 l/2.0 ɑ/2.0 k/2.0 æ/2.0 n/2.0 d/2.0 ɹ/2.0 ɔ/1.8 ð/2.0 ə/2.0 m/2.0 ʌ/2.0 ŋ/2.0 k/2.0 i/2.0
/path/to/wavs/014190025.wav,LUCY IS A FRIEND FROM CANADA,l/2.0 uː/2.0 s/2.0 i/2.0 ɪ/2.0 z/1.8 ə/1.6 f/2.0 ɹ/2.0 ɛ/1.8 n/2.0 d/2.0 f/2.0 ɹ/2.0 ə/2.0 m/1.6 k/2.0 æ/2.0 n/2.0 ə/2.0 d/2.0 ə/2.0
/path/to/wavs/014190027.wav,MANDY LIVES IN JAPAN,m/2.0 æ/1.2 n/2.0 d/2.0 i/2.0 l/2.0 ɪ/2.0 v/2.0 z/1.6 ɪ/2.0 n/2.0 dʒ/2.0 ə/2.0 p/2.0 æ/1.0 n/2.0
/path/to/wavs/014190030.wav,SIX TWO THREE THREE,s/2.0 ɪ/2.0 k/2.0 s/2.0 t/2.0 u/2.0 θ/0.8 ɹ/1.2 i/1.6 θ/1.2 ɹ/1.6 i/1.6
/path/to/wavs/014190055.wav,NEIL IS GOOD AT BASKETBALL,n/2.0 i/0.0 l/2.0 ɪ/2.0 z/2.0 ɡ/2.0 ʊ/2.0 d/2.0 æ/1.8 t/2.0 b/2.0 ɑː/2.0 s/2.0 k/1.8 ɪ/2.0 t/2.0 b/2.0 ɔ/2.0 l/2.0
/path/to/wavs/014190059.wav,MIKE ATE A LITTLE RICE,m/2.0 aɪ/2.0 k/2.0 eɪ/2.0 t/2.0 ə/2.0 l/2.0 ɪ/2.0 t/2.0 l/2.0 ɹ/2.0 aɪ/2.0 s/2.0
/path/to/wavs/014190060.wav,NEIL LIKES CAKE,n/2.0 i/0.0 l/1.2 l/2.0 aɪ/2.0 k/2.0 s/2.0 k/2.0 eɪ/2.0 k/2.0
/path/to/wavs/014190062.wav,NEIL LIKES SAUSAGE,n/2.0 i/0.2 l/1.4 l/2.0 aɪ/2.0 k/2.0 s/2.0 s/2.0 ʌ/1.8 s/2.0 ɪ/2.0 dʒ/1.4
/path/to/wavs/014190064.wav,HENNY SMELLS FRESH BREAD,h/2.0 ɛ/1.8 n/2.0 ɪ/2.0 s/2.0 m/2.0 ɛ/2.0 l/2.0 z/1.8 f/1.6 ɹ/0.8 ɛ/0.8 ʃ/1.6 b/2.0 ɹ/2.0 ɛ/2.0 d/2.0
/path/to/wavs/014190071.wav,BY MY MOUTH,b/2.0 aɪ/2.0 m/2.0 aɪ/2.0 m/2.0 aʊ/2.0 θ/1.8
/path/to/wavs/014190073.wav,LET'S DRAW JAYME'S TOE,l/2.0 ɛ/2.0 t/2.0 s/2.0 d/1.8 ɹ/1.8 ɔ/2.0 dʒ/2.0 eɪ/0.8 m/2.0 i/2.0 z/1.8 t/2.0 oʊ/2.0
/path/to/wavs/014190081.wav,LET'S DRAW NEIL'S ARM,l/2.0 ɛ/2.0 t/2.0 s/2.0 d/1.8 ɹ/1.8 ɔ/2.0 n/2.0 i/1.6 l/1.2 z/1.6 ɑ/2.0 m/1.8
/path/to/wavs/014190088.wav,SANDY HAS A BEAUTIFUL SHORTS,s/2.0 æ/2.0 n/2.0 d/2.0 i/2.0 h/2.0 æ/2.0 z/2.0 ə/1.8 b/2.0 j/2.0 uː/2.0 t/2.0 ɪ/2.0 f/2.0 l/2.0 ʃ/2.0 ɔ/2.0 t/2.0 s/2.0
/path/to/wavs/014190095.wav,BETTY NEEDS NEW SKIRT,b/2.0 ɛ/0.0 t/2.0 ɪ/2.0 n/2.0 i/2.0 d/1.8 z/1.8 n/2.0 j/2.0 u/2.0 s/2.0 k/1.6 ɚ/2.0 t/2.0
/path/to/wavs/014190098.wav,JAYME GOT ON THE UNDERGROUND,dʒ/2.0 eɪ/2.0 m/2.0 i/2.0 ɡ/1.6 ə/2.0 t/2.0 ə/1.6 n/2.0 ð/2.0 ə/2.0 ʌ/2.0 n/2.0 d/1.6 ə/2.0 ɡ/2.0 ɹ/2.0 aʊ/2.0 n/2.0 d/2.0
/path/to/wavs/014190107.wav,SO HE WENT ON TO TEACHER'S OFFICE,s/2.0 oʊ/2.0 h/2.0 i/2.0 w/2.0 ɛ/1.6 n/2.0 t/2.0 ə/1.8 n/2.0 t/2.0 u/2.0 t/2.0 iː/2.0 tʃ/2.0 ə/2.0 s/2.0 ʌ/2.0 f/2.0 ɪ/2.0 s/2.0
/path/to/wavs/014190108.wav,THE LAYLA WALKED TO BUS STOP,ð/2.0 ə/2.0 l/2.0 eɪ/1.2 l/2.0 ɑ/2.0 w/2.0 ɔ/2.0 k/2.0 t/2.0 t/2.0 u/1.8 b/2.0 ə/2.0 s/2.0 s/2.0 t/2.0 ə/2.0 p/2.0
/path/to/wavs/014190114.wav,HENNY CAN SEE THE KITCHEN,h/2.0 ɛ/0.4 n/2.0 ɪ/2.0 k/2.0 æ/2.0 n/2.0 s/2.0 i/2.0 ð/2.0 ə/2.0 k/2.0 ɪ/2.0 tʃ/2.0 ɪ/1.8 n/1.8
/path/to/wavs/014190128.wav,LAYLA LOVES COOL,l/2.0 eɪ/1.2 l/2.0 ɑ/2.0 l/2.0 ə/2.0 v/2.0 z/1.6 k/2.0 u/2.0 l/1.2
/path/to/wavs/014190172.wav,AND MY NAME TOO,æ/2.0 n/2.0 d/2.0 m/2.0 aɪ/2.0 n/2.0 eɪ/2.0 m/0.4 t/2.0 u/2.0
/path/to/wavs/014350004.wav,BILLY RAN AWAY FROM THE GOAT,b/2.0 ɪ/2.0 l/2.0 i/2.0 ɹ/2.0 æ/2.0 n/2.0 ə/2.0 w/2.0 eɪ/2.0 f/2.0 ɹ/2.0 ə/2.0 m/1.6 ð/2.0 ə/2.0 ɡ/2.0 oʊ/2.0 t/2.0
/path/to/wavs/014350012.wav,TIM RAN AWAY FROM THE BIRD,t/2.0 ɪ/2.0 m/1.6 ɹ/2.0 æ/2.0 n/2.0 ə/2.0 w/2.0 eɪ/2.0 f/2.0 ɹ/2.0 ə/2.0 m/1.2 ð/2.0 ə/2.0 b/2.0 ɚ/2.0 d/2.0
/path/to/wavs/014350016.wav,CASEY IS GOING TO SEE SQUID,k/2.0 eɪ/2.0 s/2.0 i/2.0 ɪ/2.0 z/2.0 ɡ/2.0 oʊ/2.0 ɪ/2.0 ŋ/2.0 t/2.0 u/2.0 s/2.0 i/2.0 s/2.0 k/0.8 w/0.4 ɪ/0.4 d/2.0
/path/to/wavs/014350017.wav,STEEVEN IS GOING TO SEE WHALE,s/2.0 t/2.0 iː/2.0 v/1.6 ə/2.0 n/2.0 ɪ/2.0 z/2.0 ɡ/2.0 oʊ/2.0 ɪ/2.0 ŋ/2.0 t/2.0 u/1.8 s/2.0 i/2.0 w/0.0 eɪ/0.0 l/0.4
/path/to/wavs/014350018.wav,ALISA IS GOING TO SEE ANT,ə/0.4 l/2.0 iː/2.0 s/2.0 ə/2.0 ɪ/2.0 z/2.0 ɡ/2.0 oʊ/2.0 ɪ/2.0 ŋ/2.0 t/2.0 u/2.0 s/2.0 i/2.0 æ/0.8 n/2.0 t/2.0
/path/to/wavs/014350020.wav,MIKE IS GOING TO SEE SHARK,m/2.0 aɪ/2.0 k/2.0 ɪ/2.0 z/1.8 ɡ/2.0 oʊ/2.0 ɪ/2.0 ŋ/2.0 t/2.0 u/2.0 s/2.0 i/2.0 ʃ/2.0 ɑ/2.0 k/2.0
/path/to/wavs/014350022.wav,HENNY LIVED IN AUSTRALIA,h/2.0 ɛ/1.0 n/2.0 i/2.0 l/2.0 ɪ/2.0 v/2.0 d/2.0 ɪ/2.0 n/2.0 ə/2.0 s/2.0 t/1.4 ɹ/1.4 eɪ/2.0 l/2.0 ɪ/2.0 ə/2.0
/path/to/wavs/014350028.wav,ONE FOUR EIGHT SEVEN,w/2.0 ə/2.0 n/1.4 f/2.0 ɔ/1.6 eɪ/2.0 t/2.0 s/2.0 ɛ/2.0 v/2.0 n/2.0
/path/to/wavs/014350085.wav,ALISA HAS A BEAUTIFUL SNEAKERS,ə/1.6 l/2.0 iː/2.0 s/2.0 ə/2.0 h/2.0 æ/2.0 z/1.8 ə/2.0 b/2.0 j/2.0 uː/2.0 t/2.0 ɪ/1.8 f/2.0 l/2.0 s/2.0 n/2.0 iː/2.0 k/2.0 ə/2.0 z/1.6
/path/to/wavs/014350094.wav,DAVID LOVES THE NEW T SHIRT,d/2.0 ɛ/2.0 v/2.0 ɪ/2.0 d/2.0 l/2.0 ə/2.0 v/2.0 z/2.0 ð/2.0 ə/2.0 n/2.0 j/2.0 u/2.0 t/2.0 i/2.0 ʃ/2.0 ɚ/2.0 t/2.0
/path/to/wavs/014350103.wav,HENNY GOT ON THE YACHT,h/2.0 ɛ/2.0 n/2.0 ɪ/2.0 ɡ/2.0 ə/0.8 t/0.4 ə/2.0 n/2.0 ð/2.0 ə/2.0 j/2.0 ɑ/0.0 t/1.6
/path/to/wavs/014350110.wav,SO DAVID WENT ON TO CITY,s/2.0 oʊ/2.0 d/2.0 ɛ/2.0 v/2.0 ɪ/2.0 d/2.0 w/2.0 ɛ/1.8 n/2.0 t/2.0 ə/2.0 n/2.0 t/2.0 u/1.8 s/2.0 ɪ/2.0 t/2.0 i/2.0
/path/to/wavs/014350127.wav,STEEVEN GOT THE CUCUMBER,s/2.0 t/2.0 iː/2.0 v/2.0 ə/2.0 n/2.0 ɡ/2.0 ə/0.0 t/1.2 ð/2.0 ə/2.0 k/1.6 j/0.4 uː/1.2 k/1.2 ə/0.0 m/0.8 b/0.4 ɚ/0.8
/path/to/wavs/014350133.wav,BETTY GOT THE CELERY,b/2.0 ɛ/1.6 t/2.0 i/2.0 ɡ/2.0 ə/0.8 t/1.2 ð/2.0 ə/2.0 s/1.2 ɛ/0.4 l/0.8 ɚ/0.0 i/0.0
/path/to/wavs/014350146.wav,BETTY LIKES THE EDUCATION CLASS AT SCHOOL,b/2.0 ɛ/0.4 t/2.0 i/2.0 l/2.0 aɪ/2.0 k/1.6 s/2.0 ð/2.0 ə/2.0 ɛ/0.0 dʒ/0.0 u/0.0 k/0.0 eɪ/0.0 ʃ/0.4 n/0.4 k/2.0 l/2.0 ɑ/2.0 s/2.0 æ/2.0 t/2.0 s/2.0 k/2.0 u/2.0 l/2.0
/path/to/wavs/014350153.wav,IS IT THIS ONE,ɪ/2.0 z/2.0 ɪ/2.0 t/2.0 ð/1.8 ɪ/2.0 s/2.0 w/2.0 ə/2.0 n/2.0
/path/to/wavs/014350157.wav,HOW ARE WE GOING,h/2.0 aʊ/2.0 ɑ/2.0 w/2.0 i/2.0 ɡ/2.0 oʊ/2.0 ɪ/2.0 ŋ/2.0
/path/to/wavs/014350158.wav,SO I HAVE COME HERE,s/2.0 oʊ/2.0 aɪ/2.0 h/2.0 æ/2.0 v/2.0 k/2.0 ə/1.6 m/0.4 h/2.0 ɪ/1.6 ə/1.6
/path/to/wavs/014350163.wav,AND THE DOG TOO,æ/2.0 n/2.0 d/1.6 ð/2.0 ə/2.0 d/2.0 ə/2.0 ɡ/2.0 t/2.0 u/2.0
/path/to/wavs/014350165.wav,I CAN DO NO GOOD HERE,aɪ/2.0 k/2.0 æ/2.0 n/2.0 d/2.0 ʊ/1.8 n/2.0 oʊ/1.8 ɡ/2.0 ʊ/2.0 d/2.0 h/2.0 ɪ/1.6 ə/1.6
/path/to/wavs/014390008.wav,TIM IS GOING TO SEE BIRD,t/2.0 ɪ/2.0 m/1.8 ɪ/2.0 z/1.8 ɡ/2.0 oʊ/2.0 ɪ/2.0 ŋ/2.0 t/2.0 u/1.8 s/2.0 i/2.0 b/2.0 ɚ/2.0 d/2.0
/path/to/wavs/014390009.wav,DAVID RAN AWAY FROM THE CAT,d/2.0 ɛ/1.6 v/2.0 ɪ/2.0 d/2.0 ɹ/2.0 æ/2.0 n/2.0 ə/2.0 w/2.0 eɪ/2.0 f/2.0 ɹ/2.0 ə/1.6 m/2.0 ð/1.8 ə/2.0 k/2.0 æ/2.0 t/2.0
/path/to/wavs/014390045.wav,FIVE FIVE SEVEN ONE,f/2.0 aɪ/2.0 v/1.6 f/2.0 aɪ/2.0 v/1.6 s/2.0 ɛ/2.0 v/2.0 n/2.0 w/2.0 ə/2.0 n/2.0
/path/to/wavs/014390051.wav,ALISA IS NOT VERY GOOD AT VOLLEYBALL,ə/0.8 l/2.0 iː/2.0 s/1.2 ə/1.2 ɪ/2.0 z/1.8 n/2.0 ə/2.0 t/2.0 v/1.6 ɛ/2.0 ɹ/2.0 i/2.0 ɡ/2.0 ʊ/2.0 d/2.0 æ/2.0 t/2.0 v/1.8 ʌ/2.0 l/2.0 i/2.0 b/2.0 ɔ/2.0 l/2.0
/path/to/wavs/014390052.wav,LUCY IS NOT VERY GOOD AT SWIMMING,l/2.0 uː/2.0 s/2.0 ɪ/2.0 ɪ/2.0 z/1.8 n/2.0 ə/2.0 t/2.0 v/2.0 ɛ/2.0 ɹ/2.0 i/2.0 ɡ/2.0 ʊ/2.0 d/2.0 æ/2.0 t/2.0 s/2.0 w/1.0 ɪ/1.6 m/2.0 ɪ/2.0 ŋ/1.6
/path/to/wavs/014390057.wav,PETER LIKES FRENCH FRIES,p/2.0 iː/2.0 t/2.0 ɚ/2.0 l/2.0 aɪ/2.0 k/2.0 s/2.0 f/2.0 ɹ/2.0 ɛ/1.2 n/0.8 tʃ/0.0 f/2.0 ɹ/2.0 aɪ/2.0 z/1.2
/path/to/wavs/014390064.wav,DOES JIM LIKE THE CAKE,d/2.0 ə/2.0 z/2.0 dʒ/2.0 ɪ/2.0 m/1.8 l/2.0 aɪ/2.0 k/2.0 ð/2.0 ə/2.0 k/2.0 eɪ/2.0 k/2.0
/path/to/wavs/014390068.wav,DOES BETTY LIKE THE HAMBURGER,d/2.0 ə/2.0 z/1.8 b/2.0 ɛ/2.0 t/2.0 i/2.0 l/2.0 aɪ/2.0 k/2.0 ð/2.0 ə/2.0 h/2.0 æ/2.0 m/2.0 b/2.0 ɚ/2.0 ɡ/2.0 ɚ/2.0
/path/to/wavs/014390076.wav,LILLY HAS A BIG TOE,l/2.0 ɪ/2.0 l/2.0 i/2.0 h/2.0 æ/2.0 z/1.8 ə/2.0 b/2.0 ɪ/2.0 ɡ/2.0 t/2.0 oʊ/0.0
/path/to/wavs/014390086.wav,JIM HAS A BEAUTIFUL SWEATER,dʒ/2.0 ɪ/2.0 m/1.8 h/2.0 æ/2.0 z/2.0 ə/2.0 b/2.0 j/2.0 uː/2.0 t/2.0 ɪ/1.8 f/2.0 l/2.0 s/1.6 w/2.0 ɛ/2.0 t/2.0 ɚ/2.0
/path/to/wavs/014390090.wav,JIM LIKE THE OLD SOCKS,dʒ/2.0 ɪ/2.0 m/2.0 l/2.0 aɪ/2.0 k/1.4 ð/2.0 ə/2.0 oʊ/2.0 l/2.0 d/2.0 s/1.8 ə/2.0 k/2.0 s/2.0
/path/to/wavs/014390117.wav,SO SANDY WENT ON TO LIVING ROOM,s/2.0 oʊ/2.0 s/2.0 æ/2.0 n/2.0 d/2.0 i/2.0 w/2.0 ɛ/0.8 n/1.6 t/2.0 ə/2.0 n/2.0 t/2.0 u/1.8 l/2.0 ɪ/2.0 v/2.0 ɪ/2.0 ŋ/2.0 ɹ/2.0 u/2.0 m/1.8
/path/to/wavs/014390124.wav,JAYME THIS IS MUSHROOM,dʒ/2.0 eɪ/1.2 m/2.0 i/2.0 ð/2.0 ɪ/2.0 s/2.0 ɪ/2.0 z/1.8 m/2.0 ʌ/2.0 ʃ/2.0 ɹ/0.8 u/1.6 m/1.4
/path/to/wavs/014390133.wav,TEDDY IS DRAWING THE SWEET POTATO,t/2.0 ɛ/1.6 d/2.0 ɪ/2.0 ɪ/2.0 z/1.8 d/2.0 ɹ/2.0 ɔː/2.0 ɪ/2.0 ŋ/2.0 ð/1.8 ə/2.0 s/1.8 w/2.0 i/2.0 t/2.0 p/2.0 ə/2.0 t/2.0 eɪ/2.0 t/2.0 oʊ/1.8
/path/to/wavs/014390134.wav,MARY IS DRAWING THE CHINESE CABBAGE,m/2.0 æ/2.0 ɹ/1.6 ɪ/2.0 ɪ/2.0 z/1.8 d/2.0 ɹ/2.0 ɔː/2.0 ɪ/2.0 ŋ/2.0 ð/2.0 ə/2.0 tʃ/2.0 aɪ/2.0 n/2.0 iː/2.0 z/1.8 k/2.0 æ/2.0 b/2.0 ɪ/2.0 dʒ/0.0
/path/to/wavs/014390135.wav,DAVID WORD YOU LIKE TO GROW LEEK,d/2.0 ɛ/1.6 v/2.0 ɪ/2.0 d/2.0 w/2.0 ɚ/2.0 d/2.0 j/2.0 u/1.8 l/2.0 aɪ/2.0 k/2.0 t/2.0 u/2.0 ɡ/2.0 ɹ/1.6 oʊ/0.8 l/2.0 i/2.0 k/2.0
/path/to/wavs/014390143.wav,PETER WILL ARRIVE IN MARCH SIXTH,p/2.0 iː/2.0 t/2.0 ə/2.0 w/2.0 ɪ/2.0 l/2.0 ə/2.0 ɹ/1.4 aɪ/2.0 v/2.0 ɪ/2.0 n/2.0 m/1.6 ɑ/1.6 ɹ/1.6 tʃ/1.0 s/1.6 ɪ/2.0 k/2.0 s/1.4 θ/1.0
/path/to/wavs/014390154.wav,HOW CAN I DO THAT,h/2.0 aʊ/2.0 k/2.0 æ/2.0 n/2.0 aɪ/2.0 d/2.0 ʊ/1.8 ð/2.0 æ/2.0 t/2.0
/path/to/wavs/014390156.wav,IT IS NOT HERE YOU SEE,ɪ/2.0 t/2.0 ɪ/2.0 z/1.8 n/2.0 ə/2.0 t/2.0 h/2.0 ɪ/2.0 ə/2.0 j/2.0 u/1.8 s/2.0 i/1.8
/path/to/wavs/014390163.wav,BUT WHAT CAN ONE DO,b/2.0 ə/2.0 t/2.0 w/2.0 ə/2.0 t/2.0 k/2.0 æ/2.0 n/1.8 w/2.0 ə/2.0 n/2.0 d/2.0 u/2.0
/path/to/wavs/014470007.wav,IT IS A VERY BOSSY TURKEY,ɪ/1.6 t/2.0 ɪ/1.6 z/1.8 ə/2.0 v/2.0 ɛ/2.0 ɹ/2.0 i/2.0 b/2.0 ʌ/2.0 s/2.0 i/2.0 t/1.8 ɜː/2.0 k/2.0 i/2.0
/path/to/wavs/014470017.wav,CASEY WENT TO SEE SQUIRREL,k/2.0 eɪ/2.0 s/2.0 i/2.0 w/2.0 ɛ/2.0 n/2.0 t/2.0 t/2.0 u/2.0 s/2.0 i/2.0 s/2.0 k/1.8 w/2.0 ɜː/2.0 ə/2.0 l/2.0
