audio_path,transcript,chosen,rejected,dpo_weight
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0131/001310162.WAV,STEP UP,s/Excellent t/Bad ɛ/Bad p/Excellent ə/Excellent p/Excellent,s/Good t/Worst ɛ/Worst p/Good ə/Good p/Good,1.0
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0131/001310165.WAV,I GOAT UP THIS MORNING,aɪ/Excellent ɡ/Excellent oʊ/Good t/Excellent ə/Excellent p/Excellent ð/Good ɪ/Excellent s/Excellent m/Excellent ɔː/Excellent n/Average ɪ/Excellent ŋ/Excellent,aɪ/Good ɡ/Good oʊ/Average t/Good ə/Good p/Good ð/Average ɪ/Good s/Good m/Good ɔː/Good n/Bad ɪ/Good ŋ/Good,1.0
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0131/001310168.WAV,COME OVER HERE,k/Excellent ə/Excellent m/Excellent oʊ/Excellent v/Excellent ə/Excellent h/Excellent ɪ/Excellent ə/Excellent,k/Good ə/Good m/Good oʊ/Good v/Good ə/Good h/Good ɪ/Good ə/Good,1.0
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0135/001350002.WAV,THIS MONTH IS OVER FOR ME,ð/Excellent ɪ/Excellent s/Excellent m/Excellent ə/Excellent n/Excellent θ/Good ɪ/Excellent z/Good oʊ/Excellent v/Excellent ɚ/Excellent f/Excellent ɚ/Excellent m/Excellent i/Excellent,ð/Good ɪ/Good s/Good m/Good ə/Good n/Good θ/Average ɪ/Good z/Excellent oʊ/Good v/Good ɚ/Good f/Good ɚ/Good m/Good i/Good,1.0
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0135/001350091.WAV,WAR AFTER ALL IS FAR FROM AN EXACT SCIENCE,w/Excellent ɔ/Good ɹ/Excellent æ/Bad f/Excellent t/Excellent ɚ/Excellent ɔ/Excellent l/Excellent ɪ/Excellent z/Good f/Excellent ɑ/Excellent ɹ/Excellent f/Excellent ɹ/Excellent ə/Excellent m/Excellent æ/Excellent n/Excellent ɪ/Excellent ɡ/Average z/Excellent æ/Excellent k/Average t/Good s/Excellent aɪ/Excellent ə/Excellent n/Excellent s/Excellent,w/Good ɔ/Excellent ɹ/Good æ/Worst f/Good t/Good ɚ/Good ɔ/Good l/Good ɪ/Good z/Average f/Good ɑ/Good ɹ/Good f/Good ɹ/Good ə/Good m/Good æ/Good n/Good ɪ/Good ɡ/Bad z/Good æ/Good k/Bad t/Average s/Good aɪ/Good ə/Good n/Good s/Good,1.0
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0135/001350119.WAV,THESE MATCHES ARE GOING TO BE GREAT,ð/Good i/Excellent z/Good m/Excellent æ/Excellent tʃ/Excellent ɪ/Excellent z/Good ɑ/Excellent ɡ/Excellent oʊ/Excellent ɪ/Excellent ŋ/Excellent t/Excellent u/Excellent b/Excellent i/Excellent ɡ/Excellent ɹ/Excellent eɪ/Excellent t/Excellent,ð/Average i/Good z/Average m/Good æ/Good tʃ/Good ɪ/Good z/Average ɑ/Good ɡ/Good oʊ/Good ɪ/Good ŋ/Good t/Good u/Good b/Good i/Good ɡ/Good ɹ/Good eɪ/Good t/Good,1.0
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0135/001350124.WAV,I WORK FOR LIVING AND HAVE TO GET UP EARLY,aɪ/Good w/Excellent ɚ/Excellent k/Excellent f/Excellent ɔ/Excellent l/Excellent ɪ/Excellent v/Excellent ɪ/Excellent ŋ/Excellent æ/Excellent n/Excellent d/Excellent h/Excellent æ/Excellent v/Excellent t/Excellent u/Excellent ɡ/Excellent ɛ/Excellent t/Excellent ə/Excellent p/Excellent ɜː/Excellent l/Excellent i/Excellent,aɪ/Excellent w/Good ɚ/Good k/Good f/Good ɔ/Good l/Good ɪ/Good v/Good ɪ/Good ŋ/Good æ/Good n/Good d/Good h/Good æ/Good v/Good t/Good u/Good ɡ/Good ɛ/Good t/Good ə/Good p/Good ɜː/Good l/Good i/Good,1.0
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0135/001350134.WAV,HE IS A BIG BOY,h/Excellent i/Excellent z/Excellent ə/Excellent b/Excellent ɪ/Excellent ɡ/Excellent b/Excellent ɔɪ/Excellent,h/Good i/Good z/Good ə/Good b/Good ɪ/Good ɡ/Good b/Good ɔɪ/Good,1.0
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0135/001350163.WAV,I NEVER WANTED TO BE COOL,aɪ/Excellent n/Excellent ɛ/Excellent v/Excellent ɚ/Excellent w/Excellent ʌ/Excellent n/Excellent t/Excellent ɪ/Excellent d/Good t/Excellent u/Excellent b/Excellent i/Excellent k/Excellent u/Excellent l/Excellent,aɪ/Good n/Good ɛ/Good v/Good ɚ/Good w/Good ʌ/Good n/Good t/Good ɪ/Good d/Excellent t/Good u/Good b/Good i/Good k/Good u/Good l/Good,1.0
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0135/001350174.WAV,REALLY WASHING I COULD WATCH A BREAK,ɹ/Excellent ɪ/Excellent ʌ/Excellent l/Excellent i/Excellent w/Excellent ʌ/Excellent ʃ/Excellent ɪ/Excellent ŋ/Excellent aɪ/Good k/Excellent ʊ/Excellent d/Excellent w/Excellent ə/Excellent tʃ/Average ə/Excellent b/Excellent ɹ/Excellent eɪ/Good k/Excellent,ɹ/Good ɪ/Good ʌ/Good l/Good i/Good w/Good ʌ/Good ʃ/Good ɪ/Good ŋ/Good aɪ/Average k/Good ʊ/Good d/Good w/Good ə/Good tʃ/Bad ə/Good b/Good ɹ/Good eɪ/Excellent k/Good,1.0
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0135/001350180.WAV,ITS TOO MANY FISH IN THE SEA TO BE JEALOUS,ɪ/Excellent t/Excellent s/Excellent t/Excellent u/Excellent m/Excellent ɛ/Excellent n/Excellent i/Excellent f/Excellent ɪ/Excellent ʃ/Excellent ɪ/Excellent n/Excellent ð/Excellent ə/Excellent s/Excellent i/Excellent t/Excellent u/Good b/Excellent i/Excellent dʒ/Excellent ɛ/Excellent l/Excellent ə/Excellent s/Excellent,ɪ/Good t/Good s/Good t/Good u/Good m/Good ɛ/Good n/Good i/Good f/Good ɪ/Good ʃ/Good ɪ/Good n/Good ð/Good ə/Good s/Good i/Good t/Good u/Excellent b/Good i/Good dʒ/Good ɛ/Good l/Good ə/Good s/Good,1.0
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0135/001350194.WAV,THE GOOD THING IS THAT WE CAN SEE THE GAME,ð/Excellent ə/Excellent ɡ/Excellent ʊ/Excellent d/Excellent θ/Excellent ɪ/Excellent ŋ/Excellent ɪ/Excellent z/Excellent ð/Excellent æ/Excellent t/Excellent w/Excellent i/Excellent k/Excellent æ/Good n/Excellent s/Excellent i/Excellent ð/Excellent ə/Excellent ɡ/Excellent eɪ/Excellent m/Good,ð/Good ə/Good ɡ/Good ʊ/Good d/Good θ/Good ɪ/Good ŋ/Good ɪ/Good z/Good ð/Good æ/Good t/Good w/Good i/Good k/Good æ/Average n/Good s/Good i/Good ð/Good ə/Good ɡ/Good eɪ/Good m/Excellent,1.0
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0135/001350216.WAV,AT THE TOP OF THE CHARTS,æ/Excellent t/Good ð/Excellent ə/Excellent t/Excellent ə/Excellent p/Excellent ə/Excellent v/Excellent ð/Excellent ə/Excellent tʃ/Excellent ɑ/Good t/Excellent s/Excellent,æ/Good t/Average ð/Good ə/Good t/Good ə/Good p/Good ə/Good v/Good ð/Good ə/Good tʃ/Good ɑ/Average t/Good s/Good,1.0
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0135/001350219.WAV,NO ONE WANTS TO TALK TO ME TONIGHT,n/Excellent oʊ/Excellent w/Excellent ə/Excellent n/Excellent w/Excellent ʌ/Excellent n/Excellent t/Excellent s/Excellent t/Excellent u/Excellent t/Excellent ɔ/Excellent k/Excellent t/Excellent u/Excellent m/Excellent i/Excellent t/Excellent ə/Excellent n/Excellent aɪ/Excellent t/Excellent,n/Good oʊ/Good w/Good ə/Good n/Good w/Good ʌ/Good n/Good t/Good s/Good t/Good u/Good t/Good ɔ/Good k/Good t/Good u/Good m/Good i/Good t/Good ə/Good n/Good aɪ/Good t/Good,1.0
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0135/001350243.WAV,READY TO BE AT THE LAKE,ɹ/Excellent ɛ/Excellent d/Excellent i/Excellent t/Excellent u/Good b/Excellent i/Excellent æ/Excellent t/Excellent ð/Good ə/Excellent l/Excellent eɪ/Excellent k/Excellent,ɹ/Good ɛ/Good d/Good i/Good t/Good u/Average b/Good i/Good æ/Good t/Good ð/Excellent ə/Good l/Good eɪ/Good k/Good,1.0
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0135/001350285.WAV,ALWAYS WAITING FOR THE NEXT SEASON,ɔː/Excellent l/Excellent w/Excellent eɪ/Excellent z/Excellent w/Excellent eɪ/Excellent t/Excellent ɪ/Excellent ŋ/Excellent f/Excellent ɔ/Good ð/Excellent ə/Excellent n/Excellent ɛ/Excellent k/Excellent s/Excellent t/Good s/Excellent iː/Excellent z/Good n/Excellent,ɔː/Good l/Good w/Good eɪ/Good z/Good w/Good eɪ/Good t/Good ɪ/Good ŋ/Good f/Good ɔ/Average ð/Good ə/Good n/Good ɛ/Good k/Good s/Good t/Average s/Good iː/Good z/Average n/Good,1.0
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0135/001350312.WAV,THE OLD MAN WILL NOT ALLOW THIS,ð/Excellent ə/Excellent oʊ/Excellent l/Excellent d/Excellent m/Excellent æ/Excellent n/Excellent w/Excellent ɪ/Excellent l/Excellent n/Excellent ə/Excellent t/Excellent ə/Excellent l/Excellent aʊ/Good ð/Excellent ɪ/Excellent s/Excellent,ð/Good ə/Good oʊ/Good l/Good d/Good m/Good æ/Good n/Good w/Good ɪ/Good l/Good n/Good ə/Good t/Good ə/Good l/Good aʊ/Average ð/Good ɪ/Good s/Good,1.0
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0135/001350317.WAV,BUCKET WANTED NERVOUSLY IN THE WINGS,b/Excellent ʌ/Excellent k/Excellent ɪ/Excellent t/Excellent w/Excellent ʌ/Good n/Excellent t/Excellent ɪ/Excellent d/Excellent n/Excellent ɜː/Good v/Excellent ə/Excellent s/Excellent l/Excellent i/Excellent ɪ/Excellent n/Excellent ð/Excellent ə/Excellent w/Excellent ɪ/Excellent ŋ/Excellent z/Good,b/Good ʌ/Good k/Good ɪ/Good t/Good w/Good ʌ/Average n/Good t/Good ɪ/Good d/Good n/Good ɜː/Average v/Good ə/Good s/Good l/Good i/Good ɪ/Good n/Good ð/Good ə/Good w/Good ɪ/Good ŋ/Good z/Average,1.0
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0135/001350318.WAV,THE NIGHT IS COOL AND ROAD IS LONG,ð/Excellent ə/Excellent n/Excellent aɪ/Excellent t/Good ɪ/Excellent z/Good k/Excellent u/Excellent l/Excellent æ/Excellent n/Excellent d/Excellent ɹ/Excellent oʊ/Excellent d/Good ɪ/Excellent z/Good l/Excellent ɔ/Excellent ŋ/Good,ð/Good ə/Good n/Good aɪ/Good t/Average ɪ/Good z/Excellent k/Good u/Good l/Good æ/Good n/Good d/Good ɹ/Good oʊ/Good d/Average ɪ/Good z/Excellent l/Good ɔ/Good ŋ/Average,1.0
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0135/001350343.WAV,I PUT MY ELBOWS ON THE TABLE,aɪ/Excellent p/Excellent ʊ/Excellent t/Excellent m/Excellent aɪ/Excellent ɛ/Excellent l/Excellent b/Excellent oʊ/Excellent z/Good ə/Excellent n/Excellent ð/Excellent ə/Excellent t/Excellent eɪ/Excellent b/Excellent l/Excellent,aɪ/Good p/Good ʊ/Good t/Good m/Good aɪ/Good ɛ/Good l/Good b/Good oʊ/Good z/Excellent ə/Good n/Good ð/Good ə/Good t/Good eɪ/Good b/Good l/Good,1.0
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0135/001350350.WAV,WHY YES TO BE SURE,w/Excellent aɪ/Excellent j/Excellent ɛ/Excellent s/Excellent t/Excellent u/Excellent b/Excellent i/Excellent ʃ/Excellent ʊ/Excellent ə/Excellent,w/Good aɪ/Good j/Good ɛ/Good s/Good t/Good u/Good b/Good i/Good ʃ/Good ʊ/Good ə/Good,1.0
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0135/001350356.WAV,BETTER TO BE VAGUE HE THOUGHT,b/Excellent ɛ/Average t/Excellent ə/Excellent t/Excellent u/Excellent b/Excellent i/Excellent v/Excellent eɪ/Excellent ɡ/Excellent h/Excellent i/Excellent θ/Good ɔ/Excellent t/Excellent,b/Good ɛ/Bad t/Good ə/Good t/Good u/Good b/Good i/Good v/Good eɪ/Good ɡ/Good h/Good i/Good θ/Excellent ɔ/Good t/Good,1.0
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0135/001350375.WAV,IT'S ONLY FOR HER THAT I ASKED,ɪ/Excellent t/Excellent s/Excellent oʊ/Good n/Excellent l/Excellent i/Excellent f/Excellent ɔ/Excellent h/Excellent ɚ/Excellent ð/Excellent æ/Excellent t/Excellent aɪ/Excellent ɑ/Excellent s/Excellent k/Excellent t/Excellent,ɪ/Good t/Good s/Good oʊ/Excellent n/Good l/Good i/Good f/Good ɔ/Good h/Good ɚ/Good ð/Good æ/Good t/Good aɪ/Good ɑ/Good s/Good k/Good t/Good,1.0
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0145/001450037.WAV,FOUR THREE THREE EIGHT,f/Excellent ɔ/Excellent θ/Good ɹ/Excellent i/Excellent θ/Good ɹ/Excellent i/Excellent eɪ/Excellent t/Excellent,f/Good ɔ/Good θ/Excellent ɹ/Good i/Good θ/Average ɹ/Good i/Good eɪ/Good t/Good,1.0
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0145/001450043.WAV,FIVE FOUR FIVE ONE,f/Excellent aɪ/Excellent v/Excellent f/Excellent ɔ/Excellent f/Excellent aɪ/Excellent v/Good w/Excellent ə/Excellent n/Excellent,f/Good aɪ/Good v/Good f/Good ɔ/Good f/Good aɪ/Good v/Average w/Good ə/Good n/Good,1.0
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0145/001450049.WAV,DIVER IS NOT GOOD AT FOOTBALL,d/Excellent aɪ/Excellent v/Excellent ɚ/Excellent ɪ/Excellent z/Good n/Excellent ə/Good t/Excellent ɡ/Excellent ʊ/Good d/Excellent æ/Good t/Good f/Excellent ʊ/Excellent t/Excellent b/Excellent ɔ/Excellent l/Excellent,d/Good aɪ/Good v/Good ɚ/Good ɪ/Good z/Excellent n/Good ə/Average t/Good ɡ/Good ʊ/Excellent d/Good æ/Average t/Excellent f/Good ʊ/Good t/Good b/Good ɔ/Good l/Good,1.0
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0145/001450051.WAV,MIDDLE LIKES RETURNS BOWING,m/Excellent ɪ/Excellent d/Excellent l/Good l/Excellent aɪ/Excellent k/Excellent s/Excellent ɹ/Good ɪ/Bad t/Average ɜː/Average n/Worst s/Average b/Good oʊ/Average ɪ/Good ŋ/Good,m/Good ɪ/Good d/Good l/Excellent l/Good aɪ/Good k/Good s/Good ɹ/Excellent ɪ/Worst t/Bad ɜː/Good n/Bad s/Good b/Excellent oʊ/Good ɪ/Excellent ŋ/Excellent,1.0
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0145/001450063.WAV,TINA LIKES PORK,t/Excellent iː/Excellent n/Worst ə/Average l/Excellent aɪ/Excellent k/Excellent s/Excellent p/Excellent ɔ/Average k/Excellent,t/Good iː/Good n/Bad ə/Bad l/Good aɪ/Good k/Good s/Good p/Good ɔ/Good k/Good,1.0
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0145/001450070.WAV,LISTEN LIKES THE OLD,l/Excellent ɪ/Excellent s/Excellent n/Good l/Excellent aɪ/Good k/Good s/Good ð/Excellent ə/Excellent oʊ/Excellent l/Excellent d/Excellent,l/Good ɪ/Good s/Good n/Average l/Good aɪ/Average k/Average s/Average ð/Good ə/Good oʊ/Good l/Good d/Good,1.0
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0145/001450083.WAV,BILLY LIKES YOUR RED SWEATER,b/Excellent ɪ/Excellent l/Excellent i/Excellent l/Excellent aɪ/Excellent k/Excellent s/Excellent j/Excellent ʊ/Excellent ə/Excellent ɹ/Excellent ɛ/Excellent d/Excellent s/Excellent w/Excellent ɛ/Excellent t/Excellent ə/Excellent,b/Good ɪ/Good l/Good i/Good l/Good aɪ/Good k/Good s/Good j/Good ʊ/Good ə/Good ɹ/Good ɛ/Good d/Good s/Good w/Good ɛ/Good t/Good ə/Good,1.0
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0145/001450090.WAV,SO JAM WANTS IT TO THE HOUSE,s/Excellent oʊ/Excellent dʒ/Excellent æ/Good m/Excellent w/Excellent ʌ/Excellent n/Excellent t/Excellent s/Excellent ɪ/Excellent t/Excellent t/Excellent u/Good ð/Excellent ə/Excellent h/Excellent aʊ/Excellent s/Excellent,s/Good oʊ/Good dʒ/Good æ/Excellent m/Good w/Good ʌ/Good n/Good t/Good s/Good ɪ/Good t/Good t/Good u/Excellent ð/Good ə/Good h/Good aʊ/Good s/Good,1.0
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0145/001450094.WAV,DAVID CAN SEE THE ME PARK,d/Excellent ɛ/Excellent v/Excellent ɪ/Excellent d/Average k/Excellent æ/Excellent n/Excellent s/Excellent i/Excellent ð/Excellent ə/Excellent m/Excellent i/Good p/Excellent ɑ/Excellent k/Excellent,d/Good ɛ/Good v/Good ɪ/Good d/Bad k/Good æ/Good n/Good s/Good i/Good ð/Good ə/Good m/Good i/Excellent p/Good ɑ/Good k/Good,1.0
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0145/001450098.WAV,JACK WAS WALK TO THE THEM PARK,dʒ/Excellent æ/Excellent k/Excellent w/Excellent ə/Excellent z/Excellent w/Excellent ɔ/Good k/Excellent t/Excellent u/Excellent ð/Excellent ə/Excellent ð/Excellent ɛ/Excellent m/Excellent p/Excellent ɑ/Excellent k/Excellent,dʒ/Good æ/Good k/Good w/Good ə/Good z/Good w/Good ɔ/Excellent k/Good t/Good u/Good ð/Good ə/Good ð/Good ɛ/Good m/Good p/Good ɑ/Good k/Good,1.0
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0145/001450109.WAV,TINA WASHED CLEAN,t/Excellent iː/Excellent n/Excellent ə/Excellent w/Excellent ɑ/Good ʃ/Worst t/Worst k/Good l/Excellent i/Good n/Excellent,t/Good iː/Good n/Good ə/Good w/Good ɑ/Excellent ʃ/Bad t/Bad k/Average l/Good i/Excellent n/Good,1.0
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0145/001450116.WAV,BUTTER WANTS TO BE A GOOD ART,b/Excellent ʌ/Good t/Excellent ɚ/Excellent w/Excellent ʌ/Excellent n/Excellent t/Excellent s/Excellent t/Excellent u/Good b/Excellent i/Excellent ə/Excellent ɡ/Excellent ʊ/Excellent d/Excellent ɑ/Excellent t/Excellent,b/Good ʌ/Excellent t/Good ɚ/Good w/Good ʌ/Good n/Good t/Good s/Good t/Good u/Excellent b/Good i/Good ə/Good ɡ/Good ʊ/Good d/Good ɑ/Good t/Good,1.0
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0145/001450140.WAV,OFFER IS BEST,ɔː/Excellent f/Good ɚ/Bad ɪ/Excellent z/Good b/Excellent ɛ/Average s/Bad t/Good,ɔː/Good f/Excellent ɚ/Average ɪ/Good z/Average b/Good ɛ/Bad s/Average t/Average,1.0
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0145/001450142.WAV,PITS,p/Excellent ɪ/Good t/Excellent s/Excellent,p/Good ɪ/Average t/Good s/Good,1.0
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0145/001450146.WAV,AND I'M A CAT,æ/Excellent n/Excellent d/Good aɪ/Excellent m/Excellent ə/Excellent k/Excellent æ/Excellent t/Excellent,æ/Good n/Good d/Excellent aɪ/Good m/Good ə/Good k/Good æ/Good t/Good,1.0
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0145/001450159.WAV,AND TO A LIGHTER HOUSE,æ/Excellent n/Excellent d/Excellent t/Excellent u/Good ə/Excellent l/Excellent aɪ/Good t/Good ə/Good h/Excellent aʊ/Good s/Excellent,æ/Good n/Good d/Good t/Good u/Average ə/Good l/Good aɪ/Average t/Average ə/Average h/Good aʊ/Excellent s/Good,1.0
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0145/001450170.WAV,HOW BEAUTIFUL THEY FIT,h/Excellent aʊ/Excellent b/Excellent j/Excellent uː/Excellent t/Excellent ɪ/Good f/Excellent l/Excellent ð/Excellent eɪ/Excellent f/Excellent ɪ/Average t/Excellent,h/Good aʊ/Good b/Good j/Good uː/Good t/Good ɪ/Average f/Good l/Good ð/Good eɪ/Good f/Good ɪ/Good t/Good,1.0
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0145/001450171.WAV,THIS IS TODAY PIG'S OFFICER,ð/Good ɪ/Excellent s/Excellent ɪ/Excellent z/Good t/Excellent ə/Excellent d/Excellent eɪ/Excellent p/Excellent ɪ/Excellent ɡ/Excellent s/Good ʌ/Excellent f/Excellent ɪ/Excellent s/Excellent ə/Excellent,ð/Excellent ɪ/Good s/Good ɪ/Good z/Average t/Good ə/Good d/Good eɪ/Good p/Good ɪ/Good ɡ/Good s/Average ʌ/Good f/Good ɪ/Good s/Good ə/Good,1.0
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0145/001450172.WAV,YES IT'S VERY PRETTY,j/Excellent ɛ/Excellent s/Excellent ɪ/Excellent t/Good s/Good v/Excellent ɛ/Excellent ɹ/Excellent i/Excellent p/Excellent ɹ/Excellent ɪ/Good t/Excellent i/Excellent,j/Good ɛ/Good s/Good ɪ/Good t/Excellent s/Excellent v/Good ɛ/Good ɹ/Good i/Good p/Good ɹ/Good ɪ/Excellent t/Good i/Good,1.0
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0145/001450173.WAV,VERY,v/Good ɛ/Excellent ɹ/Excellent i/Excellent,v/Excellent ɛ/Good ɹ/Good i/Good,1.0
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0482/004820005.WAV,OUR WISH IS TO LIVE THROUGH THIS SEASON,aʊ/Excellent ɚ/Excellent w/Excellent ɪ/Excellent ʃ/Excellent ɪ/Excellent z/Excellent t/Excellent u/Excellent l/Excellent ɪ/Excellent v/Excellent θ/Excellent ɹ/Excellent u/Excellent ð/Excellent ɪ/Excellent s/Excellent s/Excellent iː/Excellent z/Excellent n/Excellent,aʊ/Good ɚ/Good w/Good ɪ/Good ʃ/Good ɪ/Good z/Good t/Good u/Good l/Good ɪ/Good v/Good θ/Good ɹ/Good u/Good ð/Good ɪ/Good s/Good s/Good iː/Good z/Good n/Good,1.0
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0482/004820015.WAV,WE HAVE OTHERS WHO CAN DO THE SAME THING,w/Excellent i/Excellent h/Excellent æ/Excellent v/Excellent ʌ/Excellent ð/Excellent ə/Excellent z/Good h/Excellent u/Excellent k/Excellent æ/Excellent n/Excellent d/Excellent ʊ/Good ð/Excellent ə/Excellent s/Excellent eɪ/Excellent m/Excellent θ/Excellent ɪ/Excellent ŋ/Excellent,w/Good i/Good h/Good æ/Good v/Good ʌ/Good ð/Good ə/Good z/Average h/Good u/Good k/Good æ/Good n/Good d/Good ʊ/Average ð/Good ə/Good s/Good eɪ/Good m/Good θ/Good ɪ/Good ŋ/Good,1.0
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0482/004820041.WAV,BUT AGAIN HE HAS MADE A VERY CLEAR STATEMENT,b/Excellent ə/Excellent t/Excellent ə/Excellent ɡ/Excellent ɛ/Good n/Excellent h/Excellent i/Excellent h/Excellent æ/Excellent z/Excellent m/Excellent eɪ/Excellent d/Excellent ə/Excellent v/Excellent ɛ/Excellent ɹ/Excellent i/Excellent k/Excellent l/Excellent ɪ/Excellent ə/Excellent s/Excellent t/Excellent eɪ/Excellent t/Excellent m/Excellent ə/Excellent n/Excellent t/Excellent,b/Good ə/Good t/Good ə/Good ɡ/Good ɛ/Average n/Good h/Good i/Good h/Good æ/Good z/Good m/Good eɪ/Good d/Good ə/Good v/Good ɛ/Good ɹ/Good i/Good k/Good l/Good ɪ/Good ə/Good s/Good t/Good eɪ/Good t/Good m/Good ə/Good n/Good t/Good,1.0
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0482/004820045.WAV,THIS IS A GOOD STEP,ð/Excellent ɪ/Excellent s/Excellent ɪ/Excellent z/Excellent ə/Excellent ɡ/Excellent ʊ/Excellent d/Excellent s/Excellent t/Excellent ɛ/Excellent p/Excellent,ð/Good ɪ/Good s/Good ɪ/Good z/Good ə/Good ɡ/Good ʊ/Good d/Good s/Good t/Good ɛ/Good p/Good,1.0
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0482/004820055.WAV,THOSE COULD HAPPEN TO ANYONE,ð/Excellent oʊ/Good z/Good k/Excellent ʊ/Good d/Excellent h/Excellent æ/Excellent p/Excellent ə/Excellent n/Excellent t/Excellent u/Excellent ɛ/Excellent n/Excellent i/Excellent w/Excellent ə/Excellent n/Excellent,ð/Good oʊ/Average z/Excellent k/Good ʊ/Average d/Good h/Good æ/Good p/Good ə/Good n/Good t/Good u/Good ɛ/Good n/Good i/Good w/Good ə/Good n/Good,1.0
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER0482/004820114.WAV,YOUR SECOND SHOT WILL BE A CHOICE OF TWO OPTIONS,j/Excellent ɔ/Excellent s/Excellent ɛ/Excellent k/Excellent ə/Excellent n/Excellent d/Good ʃ/Excellent ə/Average t/Excellent w/Excellent ɪ/Excellent l/Excellent b/Excellent i/Excellent ə/Excellent tʃ/Excellent ɔɪ/Excellent s/Excellent ə/Excellent v/Good t/Excellent u/Excellent ʌ/Excellent p/Excellent ʃ/Excellent n/Excellent z/Average,j/Good ɔ/Good s/Good ɛ/Good k/Good ə/Good n/Good d/Average ʃ/Good ə/Good t/Good w/Good ɪ/Good l/Good b/Good i/Good ə/Good tʃ/Good ɔɪ/Good s/Good ə/Good v/Average t/Good u/Good ʌ/Good p/Good ʃ/Good n/Good z/Bad,1.0
