audiofilepath,transcript,phoneme_scores
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1362/013620185.WAV,LIVING IN THE BAY WITH A WIN IN THE BAY,l/2.0 ɪ/2.0 v/2.0 ɪ/2.0 ŋ/2.0 ɪ/2.0 n/2.0 ð/1.8 ə/2.0 b/2.0 eɪ/2.0 w/2.0 ɪ/2.0 θ/2.0 ə/2.0 w/2.0 ɪ/0.6 n/2.0 ɪ/2.0 n/2.0 ð/1.8 ə/2.0 b/2.0 eɪ/2.0
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1362/013620210.WAV,WELCOME TO THE START OF THE WORK WEEK,w/2.0 ɛ/2.0 l/2.0 k/2.0 ə/1.8 m/2.0 t/2.0 u/2.0 ð/1.8 ə/2.0 s/2.0 t/2.0 ɑ/2.0 ɹ/2.0 t/2.0 ə/2.0 v/2.0 ð/1.8 ə/2.0 w/2.0 ɚ/2.0 k/2.0 w/2.0 i/2.0 k/2.0
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1362/013620241.WAV,NEED TO GET THE REST,n/2.0 i/2.0 d/2.0 t/2.0 u/1.8 ɡ/2.0 ɛ/2.0 t/1.8 ð/2.0 ə/2.0 ɹ/2.0 ɛ/2.0 s/2.0 t/2.0
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1362/013620257.WAV,MAKE THE RIGHT CHOICE PARENTS,m/2.0 eɪ/2.0 k/2.0 ð/2.0 ə/2.0 ɹ/2.0 aɪ/2.0 t/1.8 tʃ/2.0 ɔɪ/2.0 s/2.0 p/2.0 ɛ/1.8 ɚ/1.8 ə/2.0 n/2.0 t/2.0 s/2.0
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1362/013620258.WAV,DO YOU KNOW THE ANSWER,d/2.0 ʊ/2.0 j/2.0 u/2.0 n/2.0 oʊ/1.8 ð/2.0 ə/2.0 ɑː/1.8 n/2.0 s/2.0 ə/2.0
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1362/013620292.WAV,THAT'S THE TRADE TIME I ASK,ð/2.0 æ/2.0 t/2.0 s/2.0 ð/2.0 ə/2.0 t/2.0 ɹ/2.0 eɪ/2.0 d/2.0 t/2.0 aɪ/2.0 m/2.0 aɪ/2.0 ɑ/2.0 s/2.0 k/2.0
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1362/013620361.WAV,BUT IT WAS SLOW WORK,b/2.0 ə/2.0 t/2.0 ɪ/2.0 t/2.0 w/2.0 ə/2.0 z/2.0 s/2.0 l/2.0 oʊ/2.0 w/2.0 ɚ/2.0 k/1.8
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1362/013620366.WAV,THEN HE MADE FOR HOME,ð/2.0 ɛ/2.0 n/2.0 h/2.0 i/2.0 m/2.0 eɪ/2.0 d/2.0 f/2.0 ɔ/2.0 h/2.0 oʊ/1.8 m/1.8
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1372/013720023.WAV,I HAD A GREAT TIME,aɪ/2.0 h/2.0 æ/2.0 d/2.0 ə/2.0 ɡ/2.0 ɹ/2.0 eɪ/2.0 t/2.0 t/2.0 aɪ/2.0 m/2.0
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1372/013720051.WAV,THAT WAS CERTAINLY AS TOUGH DAY IN MY LIFE,ð/2.0 æ/2.0 t/2.0 w/2.0 ə/2.0 z/1.8 s/2.0 ɜː/2.0 t/2.0 n/2.0 l/2.0 i/2.0 æ/1.0 z/2.0 t/2.0 ə/2.0 f/2.0 d/2.0 eɪ/2.0 ɪ/2.0 n/2.0 m/2.0 aɪ/2.0 l/2.0 aɪ/2.0 f/2.0
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1372/013720070.WAV,AND OF COURSE IT HAPPENS THAT WAY,æ/2.0 n/2.0 d/2.0 ə/2.0 v/1.8 k/2.0 ɔ/2.0 ɹ/2.0 s/2.0 ɪ/2.0 t/2.0 h/2.0 æ/2.0 p/2.0 ə/2.0 n/2.0 z/1.8 ð/2.0 æ/2.0 t/2.0 w/2.0 eɪ/2.0
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1372/013720082.WAV,THERE WAS NO REASON TO TAKE HIM OUT,ð/2.0 ɛ/2.0 ɹ/2.0 w/2.0 ə/2.0 z/1.8 n/2.0 oʊ/2.0 ɹ/2.0 iː/2.0 z/2.0 n/2.0 t/2.0 u/1.8 t/2.0 eɪ/2.0 k/2.0 h/2.0 ɪ/2.0 m/2.0 aʊ/1.8 t/2.0
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1372/013720140.WAV,AND IF SO WILL IS THE REAL ONE,æ/2.0 n/2.0 d/2.0 ɪ/2.0 f/2.0 s/2.0 oʊ/2.0 w/2.0 ɪ/2.0 l/1.8 ɪ/2.0 z/2.0 ð/2.0 ə/2.0 ɹ/2.0 ɪ/2.0 ə/2.0 l/2.0 w/2.0 ə/1.2 n/1.8
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1372/013720152.WAV,AM I NOT ALLOWED TO LEAVE MY HOUSE,eɪ/0.8 ɛ/2.0 m/2.0 aɪ/2.0 n/2.0 ə/1.6 t/2.0 ə/2.0 l/2.0 aʊ/2.0 d/2.0 t/2.0 u/1.8 l/2.0 i/2.0 v/2.0 m/2.0 aɪ/2.0 h/2.0 aʊ/1.0 s/2.0
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1372/013720153.WAV,READY TO GET DOWN TO BUSINESS,ɹ/2.0 ɛ/2.0 d/2.0 i/2.0 t/2.0 u/1.6 ɡ/2.0 ɛ/2.0 t/2.0 d/2.0 aʊ/2.0 n/2.0 t/2.0 u/1.6 b/2.0 ɪ/2.0 z/1.6 n/2.0 ə/1.2 s/2.0
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1372/013720167.WAV,GET ME OUT OF HERE PLEASE,ɡ/2.0 ɛ/2.0 t/2.0 m/2.0 i/2.0 aʊ/1.8 t/2.0 ə/1.8 v/2.0 h/2.0 ɪ/1.8 ə/1.8 p/2.0 l/2.0 i/2.0 z/1.8
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1372/013720182.WAV,WE CAN NEVER HAVE TOO MANY FRIENDS,w/2.0 i/2.0 k/2.0 æ/2.0 n/2.0 n/2.0 ɛ/2.0 v/2.0 ɚ/2.0 h/2.0 æ/2.0 v/2.0 t/2.0 u/1.8 m/2.0 ɛ/2.0 n/2.0 i/2.0 f/2.0 ɹ/2.0 ɛ/1.0 n/2.0 d/2.0 z/2.0
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1372/013720189.WAV,MY GOAL IN LIFE IS TO BE BETTER THAN YOU,m/2.0 aɪ/2.0 ɡ/2.0 oʊ/1.8 l/1.8 ɪ/2.0 n/2.0 l/2.0 aɪ/2.0 f/2.0 ɪ/2.0 z/2.0 t/2.0 u/1.8 b/2.0 i/2.0 b/2.0 ɛ/2.0 t/2.0 ɚ/2.0 ð/2.0 æ/2.0 n/2.0 j/2.0 u/2.0
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1372/013720198.WAV,GREAT TO SEE YOU BANK ON ILL,ɡ/2.0 ɹ/2.0 eɪ/2.0 t/2.0 t/2.0 u/1.8 s/2.0 i/1.6 j/2.0 u/2.0 b/2.0 æ/2.0 ŋ/2.0 k/2.0 ə/2.0 n/2.0 ɪ/2.0 l/2.0
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1372/013720199.WAV,GOING TO APPLY FOR A JOB TODAY,ɡ/2.0 oʊ/2.0 ɪ/2.0 ŋ/2.0 t/2.0 u/1.8 ə/2.0 p/2.0 l/2.0 aɪ/2.0 f/2.0 ɔ/2.0 ə/2.0 dʒ/1.6 ə/1.8 b/2.0 t/2.0 ə/2.0 d/2.0 eɪ/2.0
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1372/013720201.WAV,ANYTHING TO HAVE YOU HERE AGAIN,ɛ/2.0 n/2.0 i/2.0 θ/1.8 ɪ/2.0 ŋ/2.0 t/2.0 u/1.8 h/2.0 æ/2.0 v/2.0 j/2.0 u/2.0 h/2.0 ɪ/2.0 ə/2.0 ə/2.0 ɡ/2.0 ɛ/0.8 n/2.0
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1372/013720215.WAV,LET'S GO TO THE FARM,l/2.0 ɛ/2.0 t/2.0 s/2.0 ɡ/2.0 oʊ/2.0 t/2.0 u/1.8 ð/2.0 ə/2.0 f/2.0 ɑ/2.0 m/2.0
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1372/013720233.WAV,THAT WAS THE MESSAGE RIGHT,ð/2.0 æ/2.0 t/2.0 w/2.0 ə/2.0 z/2.0 ð/2.0 ə/2.0 m/2.0 ɛ/2.0 s/2.0 ɪ/2.0 dʒ/2.0 ɹ/2.0 aɪ/2.0 t/2.0
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1372/013720256.WAV,BUT YOU KNOW WHAT THIS MEAN RIGHT,b/2.0 ə/2.0 t/2.0 j/2.0 u/2.0 n/2.0 oʊ/2.0 w/2.0 ə/1.6 t/2.0 ð/2.0 ɪ/2.0 s/2.0 m/2.0 i/2.0 n/2.0 ɹ/2.0 aɪ/2.0 t/2.0
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1372/013720274.WAV,I WANT TO SEE YOU IN THE QUARTER FINALS,aɪ/2.0 w/2.0 ɑ/2.0 n/2.0 t/2.0 t/2.0 u/1.8 s/2.0 i/1.6 j/2.0 u/2.0 ɪ/2.0 n/2.0 ð/2.0 ə/2.0 k/1.6 w/1.2 ɔː/2.0 ɹ/2.0 t/2.0 ɚ/2.0 f/2.0 aɪ/2.0 n/2.0 ə/2.0 l/2.0 z/1.8
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1372/013720275.WAV,IN THE MEAN TIME ENJOY THE JOURNEY,ɪ/2.0 n/2.0 ð/2.0 ə/2.0 m/2.0 i/2.0 n/2.0 t/2.0 aɪ/2.0 m/2.0 ɪ/2.0 n/2.0 dʒ/2.0 ɔɪ/2.0 ð/2.0 ə/2.0 dʒ/2.0 ɜː/2.0 n/2.0 i/2.0
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1372/013720311.WAV,BUT YOU HAVE TO LISTEN DARLING,b/2.0 ə/2.0 t/2.0 j/2.0 u/2.0 h/2.0 æ/2.0 v/2.0 t/2.0 u/1.8 l/2.0 ɪ/2.0 s/2.0 n/2.0 d/2.0 ɑː/0.0 ɹ/1.6 l/2.0 ɪ/2.0 ŋ/2.0
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1372/013720360.WAV,HOW GOOD IT IS OF YOU TO BE HERE,h/2.0 aʊ/2.0 ɡ/2.0 ʊ/2.0 d/2.0 ɪ/2.0 t/2.0 ɪ/2.0 z/2.0 ə/2.0 v/1.8 j/2.0 u/1.8 t/2.0 u/1.8 b/2.0 i/1.8 h/2.0 ɪ/2.0 ə/2.0
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1407/014070040.WAV,MY WORK IS GOING TO BE CUT OUT FOR ME,m/2.0 aɪ/2.0 w/2.0 ɚ/2.0 k/2.0 ɪ/2.0 z/2.0 ɡ/2.0 oʊ/2.0 ɪ/2.0 ŋ/2.0 t/2.0 u/1.8 b/2.0 i/1.8 k/2.0 ə/2.0 t/2.0 aʊ/2.0 t/2.0 f/2.0 ɔ/2.0 m/2.0 i/2.0
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1407/014070080.WAV,THE PEOPLE WERE VERY FRIENDLY,ð/2.0 ə/2.0 p/2.0 iː/2.0 p/2.0 l/2.0 w/2.0 ɚ/2.0 v/2.0 ɛ/2.0 ɹ/2.0 i/2.0 f/2.0 ɹ/2.0 ɛ/2.0 n/2.0 d/2.0 l/2.0 i/2.0
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1407/014070092.WAV,THAT'S A VERY SMALL AMOUNT OF MONEY,ð/2.0 æ/2.0 t/2.0 s/2.0 ə/2.0 v/2.0 ɛ/2.0 ɹ/2.0 i/2.0 s/2.0 m/2.0 ɔ/2.0 l/2.0 ə/1.2 m/2.0 aʊ/1.6 n/1.6 t/1.2 ə/2.0 v/2.0 m/2.0 ʌ/2.0 n/2.0 i/2.0
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1407/014070101.WAV,THE NEED IS TO MAKE THIS MORE EFFECTIVE,ð/2.0 ə/2.0 n/2.0 i/2.0 d/2.0 ɪ/2.0 z/2.0 t/2.0 u/1.6 m/2.0 eɪ/2.0 k/2.0 ð/1.4 ɪ/2.0 s/1.8 m/2.0 ɔ/1.8 ɪ/2.0 f/2.0 ɛ/2.0 k/2.0 t/2.0 ɪ/2.0 v/2.0
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1407/014070159.WAV,I KNOW A LOT OF THOSE,aɪ/2.0 n/2.0 oʊ/2.0 ə/2.0 l/2.0 ə/2.0 t/2.0 ə/2.0 v/2.0 ð/2.0 oʊ/2.0 z/1.8
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1407/014070207.WAV,WELCOME AND HAVE A GREAT WEEKEND,w/2.0 ɛ/2.0 l/2.0 k/2.0 ə/1.8 m/2.0 æ/2.0 n/2.0 d/2.0 h/2.0 æ/2.0 v/2.0 ə/2.0 ɡ/2.0 ɹ/2.0 eɪ/2.0 t/2.0 w/2.0 iː/1.4 k/2.0 ɛ/1.6 n/2.0 d/2.0
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1407/014070217.WAV,LET'S GO TO THE SHIP,l/2.0 ɛ/2.0 t/2.0 s/2.0 ɡ/2.0 oʊ/2.0 t/2.0 u/2.0 ð/2.0 ə/2.0 ʃ/2.0 ɪ/1.6 p/2.0
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1407/014070239.WAV,FUN TO PRACTICE IN GARDEN,f/2.0 ə/2.0 n/2.0 t/2.0 u/1.8 p/2.0 ɹ/2.0 æ/2.0 k/2.0 t/2.0 ɪ/2.0 s/2.0 ɪ/1.8 n/2.0 ɡ/2.0 ɑ/2.0 ɹ/2.0 d/2.0 n/2.0
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1407/014070248.WAV,LOVE AS MUCH AS WE DO,l/2.0 ə/2.0 v/2.0 æ/2.0 z/2.0 m/2.0 ə/2.0 tʃ/1.8 æ/2.0 z/2.0 w/2.0 i/1.8 d/2.0 ʊ/1.6
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1407/014070265.WAV,THAT'S HOW THEY SAY IT IN SOUTH,ð/2.0 æ/2.0 t/2.0 s/2.0 h/2.0 aʊ/2.0 ð/2.0 eɪ/2.0 s/2.0 eɪ/1.0 ɪ/2.0 t/2.0 ɪ/2.0 n/2.0 s/2.0 aʊ/2.0 θ/2.0
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1407/014070270.WAV,BATS NEED TO GET GOING,b/2.0 æ/2.0 t/2.0 s/2.0 n/2.0 i/2.0 d/2.0 t/2.0 u/2.0 ɡ/2.0 ɛ/2.0 t/2.0 ɡ/2.0 oʊ/1.8 ɪ/2.0 ŋ/2.0
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1407/014070281.WAV,GOOD LUCK TO EVERYONE ELSE IN THE THIS,ɡ/2.0 ʊ/2.0 d/2.0 l/2.0 ə/2.0 k/2.0 t/2.0 u/2.0 ɛ/2.0 v/2.0 ɹ/2.0 i/2.0 w/2.0 ə/2.0 n/2.0 ɛ/2.0 l/2.0 s/2.0 ɪ/2.0 n/2.0 ð/2.0 ə/2.0 ð/1.6 ɪ/2.0 s/2.0
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1407/014070297.WAV,GOOD MORNING HOPE YOU HAVE A WONDERFUL DAY TODAY,ɡ/2.0 ʊ/2.0 d/2.0 m/2.0 ɔː/2.0 n/2.0 ɪ/2.0 ŋ/2.0 h/2.0 oʊ/2.0 p/1.8 j/2.0 u/1.8 h/2.0 æ/2.0 v/2.0 ə/2.0 w/2.0 ʌ/2.0 n/2.0 d/2.0 ə/2.0 f/2.0 l/2.0 d/2.0 eɪ/1.0 t/2.0 ə/2.0 d/2.0 eɪ/1.6
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1407/014070304.WAV,WILL THE KINGS HAVE A CHANCE TO REPEAT,w/1.6 ɪ/1.6 l/1.0 ð/0.8 ə/1.2 k/2.0 ɪ/2.0 ŋ/2.0 z/2.0 h/2.0 æ/2.0 v/2.0 ə/2.0 tʃ/2.0 æ/2.0 n/2.0 s/2.0 t/2.0 u/1.6 ɹ/2.0 ɪ/2.0 p/2.0 iː/2.0 t/2.0
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1407/014070308.WAV,THAT IS I ASK QUESTIONS AND GOD ANSWERS,ð/2.0 æ/2.0 t/2.0 ɪ/2.0 z/1.8 aɪ/1.8 ɑ/2.0 s/2.0 k/1.6 k/2.0 w/2.0 ɛ/2.0 s/1.6 tʃ/1.8 ə/2.0 n/2.0 z/1.4 æ/2.0 n/2.0 d/2.0 ɡ/2.0 ə/2.0 d/1.4 ɑː/2.0 n/2.0 s/2.0 ə/2.0 z/1.6
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1407/014070336.WAV,NEXT YEAR WILL BE DIFFERENT SHE THOUGHT,n/2.0 ɛ/2.0 k/2.0 s/2.0 t/2.0 j/2.0 ɪ/1.8 ə/1.8 w/2.0 ɪ/2.0 l/2.0 b/2.0 i/2.0 d/2.0 ɪ/2.0 f/2.0 ɹ/2.0 ə/2.0 n/2.0 t/1.6 ʃ/1.2 i/1.6 θ/0.4 ɔ/2.0 t/1.6
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1407/014070341.WAV,OF ALL SUBJECTS OF DISCUSSION THIS IS THE MOST DIFFICULT,ə/1.8 v/2.0 ɔ/2.0 l/2.0 s/2.0 ʌ/2.0 b/2.0 dʒ/2.0 ɛ/1.6 k/2.0 t/0.4 s/0.4 ə/2.0 v/2.0 d/2.0 ɪ/2.0 s/0.4 k/0.0 ʌ/0.0 ʃ/1.8 n/2.0 ð/2.0 ɪ/2.0 s/2.0 ɪ/2.0 z/2.0 ð/1.6 ə/1.6 m/2.0 oʊ/2.0 s/2.0 t/1.6 d/2.0 ɪ/2.0 f/1.6 ɪ/1.6 k/2.0 ə/2.0 l/2.0 t/2.0
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1407/014070343.WAV,NOW HE WAS BORED AND ALSO ANGRY,n/2.0 aʊ/1.8 h/2.0 i/2.0 w/2.0 ə/2.0 z/1.0 b/2.0 ɔ/2.0 ɹ/2.0 d/2.0 æ/2.0 n/2.0 d/2.0 ɔː/2.0 l/2.0 s/2.0 oʊ/2.0 æ/1.6 ŋ/2.0 ɡ/2.0 ɹ/2.0 i/2.0
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1407/014070349.WAV,HE IS NOT USED TALKING THIS WAY WITH A WOMAN,h/2.0 i/1.8 ɪ/2.0 z/2.0 n/2.0 ə/2.0 t/2.0 j/1.8 u/1.8 z/1.4 d/1.8 t/2.0 ɔː/2.0 k/2.0 ɪ/2.0 ŋ/2.0 ð/1.0 ɪ/1.2 s/1.2 w/2.0 eɪ/1.4 w/2.0 ɪ/2.0 ð/1.8 ə/2.0 w/2.0 ʊ/2.0 m/2.0 ə/2.0 n/2.0
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1407/014070358.WAV,THAT'S WHAT'S THE MATTER WITH HIM NOW,ð/2.0 æ/2.0 t/2.0 s/2.0 w/2.0 ə/2.0 t/2.0 s/2.0 ð/1.8 ə/1.6 m/2.0 æ/2.0 t/2.0 ɚ/1.6 w/2.0 ɪ/2.0 ð/1.8 h/2.0 ɪ/2.0 m/2.0 n/2.0 aʊ/2.0
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1418/014180002.WAV,SOME MANDY WANTS TO FIND THE AUNT,s/2.0 ə/2.0 m/2.0 m/2.0 æ/2.0 n/2.0 d/2.0 i/2.0 w/2.0 ʌ/2.0 n/2.0 t/2.0 s/2.0 t/2.0 u/2.0 f/2.0 aɪ/1.8 n/2.0 d/1.8 ð/2.0 ə/2.0 ɑ/2.0 n/2.0 t/2.0
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1418/014180008.WAV,LILLY CAN PLANT THE FISH,l/2.0 ɪ/2.0 l/2.0 i/2.0 k/2.0 æ/2.0 n/2.0 p/2.0 l/2.0 ɑ/2.0 n/2.0 t/1.8 ð/2.0 ə/2.0 f/2.0 ɪ/2.0 ʃ/2.0
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1418/014180011.WAV,DO CAN DRAW THE COW,d/2.0 ʊ/2.0 k/2.0 æ/2.0 n/2.0 d/1.8 ɹ/1.8 ɔ/2.0 ð/2.0 ə/2.0 k/2.0 aʊ/2.0
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1418/014180013.WAV,MARY CAN SEE THE SAY,m/2.0 æ/2.0 ɹ/2.0 ɪ/2.0 k/2.0 æ/2.0 n/2.0 s/2.0 i/2.0 ð/1.6 ə/2.0 s/2.0 eɪ/1.8
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1418/014180044.WAV,SEVEN FOUR NINE FIVE,s/2.0 ɛ/2.0 v/1.8 n/2.0 f/2.0 ɔ/2.0 n/2.0 aɪ/2.0 n/1.8 f/2.0 aɪ/2.0 v/1.8
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1418/014180051.WAV,PETER LIKES ICE SKATING,p/2.0 iː/2.0 t/2.0 ɚ/2.0 l/2.0 aɪ/2.0 k/2.0 s/2.0 aɪ/2.0 s/2.0 s/1.8 k/2.0 eɪ/2.0 t/2.0 ɪ/2.0 ŋ/2.0
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1418/014180063.WAV,HONEY LIKES CAKE,h/2.0 ʌ/2.0 n/2.0 i/2.0 l/2.0 aɪ/2.0 k/2.0 s/2.0 k/2.0 eɪ/2.0 k/2.0
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1418/014180077.WAV,LET'S DRAW NACY'S EYE,l/2.0 ɛ/2.0 t/2.0 s/2.0 d/2.0 ɹ/2.0 ɔ/1.8 n/2.0 ɑː/1.8 s/2.0 i/2.0 z/1.8 aɪ/2.0
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1418/014180084.WAV,BITTY LIKES YOUR RIGHT SWEATER,b/2.0 ɪ/2.0 t/2.0 i/2.0 l/2.0 aɪ/1.8 k/2.0 s/2.0 j/2.0 ʊ/2.0 ə/2.0 ɹ/2.0 aɪ/2.0 t/1.8 s/2.0 w/2.0 ɛ/2.0 t/2.0 ɚ/2.0
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1418/014180088.WAV,LOOK AT ALICE CHOOSE,l/2.0 ʊ/2.0 k/2.0 æ/1.8 t/2.0 æ/2.0 l/2.0 ɪ/2.0 s/2.0 tʃ/2.0 u/2.0 z/1.6
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1418/014180100.WAV,JACK ME GOT ON THE BUS,dʒ/2.0 æ/1.6 k/2.0 m/2.0 i/1.8 ɡ/2.0 ə/2.0 t/1.8 ə/2.0 n/2.0 ð/2.0 ə/2.0 b/2.0 ə/2.0 s/2.0
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1418/014180131.WAV,MIKE WASHED THE EGYPT PLANT,m/2.0 aɪ/2.0 k/2.0 w/2.0 ɑ/1.6 ʃ/2.0 t/2.0 ð/2.0 ə/2.0 iː/2.0 dʒ/2.0 ɪ/2.0 p/1.2 t/1.6 p/2.0 l/2.0 ɑ/2.0 n/2.0 t/2.0
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1418/014180139.WAV,TIM WHAT'S TO BE A GOOD A STUDENT,t/2.0 ɪ/2.0 m/2.0 w/2.0 ə/2.0 t/2.0 s/2.0 t/2.0 u/1.8 b/2.0 i/2.0 ə/1.6 ɡ/2.0 ʊ/2.0 d/2.0 ə/1.8 s/2.0 t/2.0 uː/2.0 d/2.0 n/2.0 t/2.0
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1418/014180143.WAV,LUCY WILL A READ IN JUNE SIXTH SEE,l/2.0 uː/2.0 s/1.2 ɪ/2.0 w/2.0 ɪ/2.0 l/1.6 ə/1.2 ɹ/2.0 i/2.0 d/2.0 ɪ/2.0 n/2.0 dʒ/1.6 u/0.0 n/0.4 s/2.0 ɪ/2.0 k/2.0 s/2.0 θ/1.2 s/2.0 i/2.0
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1418/014180150.WAV,WHAT ARE YOU DOING THIS FOR,w/2.0 ə/2.0 t/2.0 ɑ/2.0 j/2.0 u/1.8 d/2.0 uː/2.0 ɪ/2.0 ŋ/2.0 ð/2.0 ɪ/2.0 s/2.0 f/2.0 ɔ/2.0
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1418/014180155.WAV,HOW CAN YOU HERE,h/2.0 aʊ/2.0 k/2.0 æ/2.0 n/2.0 j/2.0 u/1.8 h/2.0 ɪ/2.0 ə/2.0
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1418/014180158.WAV,YOU TO BUY SURE,j/2.0 u/2.0 t/2.0 u/1.8 b/2.0 aɪ/2.0 ʃ/2.0 ʊ/1.8 ə/1.8
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1418/014180160.WAV,OH NOT THAT NO,oʊ/2.0 n/2.0 ə/2.0 t/2.0 ð/2.0 æ/2.0 t/2.0 n/2.0 oʊ/1.8
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1418/014180165.WAV,BE TO BUG TO BACK,b/2.0 i/2.0 t/2.0 u/2.0 b/2.0 ə/1.2 ɡ/2.0 t/2.0 u/2.0 b/2.0 æ/1.6 k/2.0
/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1418/014180166.WAV,YES I SEE THE HOUSE,j/2.0 ɛ/2.0 s/2.0 aɪ/2.0 s/1.8 i/2.0 ð/2.0 ə/2.0 h/2.0 aʊ/2.0 s/2.0
