id,audio_path,transcript,sentence_chosen,sentence_rejected,chosen,rejected,dpo_weight
14190059,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1419/014190059.WAV,MIKE ATE A LITTLE RICE,Excellent,Good,MIKE/Excellent ATE/Excellent A/Excellent LITTLE/Excellent RICE/Excellent,MIKE/Good ATE/Good A/Good LITTLE/Good RICE/Good,1.5
14190060,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1419/014190060.WAV,NEIL LIKES CAKE,Average,Good,NEIL/Bad LIKES/Excellent CAKE/Excellent,NEIL/Average LIKES/Good CAKE/Good,1.5
14190062,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1419/014190062.WAV,NEIL LIKES SAUSAGE,Bad,Good,NEIL/Average LIKES/Excellent SAUSAGE/Good,NEIL/Good LIKES/Good SAUSAGE/Excellent,2.0
14190064,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1419/014190064.WAV,HENNY SMELLS FRESH BREAD,Good,Average,HENNY/Excellent SMELLS/Excellent FRESH/Average BREAD/Excellent,HENNY/Good SMELLS/Good FRESH/Good BREAD/Good,1.5
14190071,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1419/014190071.WAV,BY MY MOUTH,Excellent,Good,BY/Excellent MY/Excellent MOUTH/Excellent,BY/Good MY/Good MOUTH/Good,1.5
14190073,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1419/014190073.WAV,LET'S DRAW JAYME'S TOE,Good,Average,LET'S/Excellent DRAW/Excellent JAYME'S/Average TOE/Excellent,LET'S/Good DRAW/Good JAYME'S/Good TOE/Good,1.5
14190081,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1419/014190081.WAV,LET'S DRAW NEIL'S ARM,Good,Average,LET'S/Excellent DRAW/Excellent NEIL'S/Good ARM/Excellent,LET'S/Good DRAW/Good NEIL'S/Average ARM/Good,1.5
14190088,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1419/014190088.WAV,SANDY HAS A BEAUTIFUL SHORTS,Good,Excellent,SANDY/Excellent HAS/Excellent A/Excellent BEAUTIFUL/Excellent SHORTS/Excellent,SANDY/Good HAS/Good A/Good BEAUTIFUL/Good SHORTS/Good,1.5
14190095,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1419/014190095.WAV,BETTY NEEDS NEW SKIRT,Good,Excellent,BETTY/Average NEEDS/Excellent NEW/Excellent SKIRT/Excellent,BETTY/Good NEEDS/Good NEW/Good SKIRT/Good,1.5
14190098,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1419/014190098.WAV,JAYME GOT ON THE UNDERGROUND,Good,Excellent,JAYME/Excellent GOT/Excellent ON/Excellent THE/Excellent UNDERGROUND/Excellent,JAYME/Good GOT/Good ON/Good THE/Good UNDERGROUND/Good,1.5
14190107,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1419/014190107.WAV,SO HE WENT ON TO TEACHER'S OFFICE,Good,Average,SO/Excellent HE/Excellent WENT/Excellent ON/Excellent TO/Excellent TEACHER'S/Excellent OFFICE/Excellent,SO/Good HE/Good WENT/Good ON/Good TO/Good TEACHER'S/Good OFFICE/Good,1.5
14190108,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1419/014190108.WAV,THE LAYLA WALKED TO BUS STOP,Good,Excellent,THE/Excellent LAYLA/Good WALKED/Excellent TO/Excellent BUS/Excellent STOP/Excellent,THE/Good LAYLA/Excellent WALKED/Good TO/Good BUS/Good STOP/Good,1.5
14190114,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1419/014190114.WAV,HENNY CAN SEE THE KITCHEN,Good,Average,HENNY/Average CAN/Excellent SEE/Excellent THE/Excellent KITCHEN/Excellent,HENNY/Good CAN/Good SEE/Good THE/Good KITCHEN/Good,1.5
14190128,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1419/014190128.WAV,LAYLA LOVES COOL,Good,Excellent,LAYLA/Good LOVES/Excellent COOL/Good,LAYLA/Average LOVES/Good COOL/Average,1.5
14190172,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1419/014190172.WAV,AND MY NAME TOO,Good,Excellent,AND/Excellent MY/Excellent NAME/Bad TOO/Excellent,AND/Good MY/Good NAME/Average TOO/Good,1.5
14350004,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1435/014350004.WAV,BILLY RAN AWAY FROM THE GOAT,Excellent,Good,BILLY/Excellent RAN/Excellent AWAY/Excellent FROM/Excellent THE/Excellent GOAT/Excellent,BILLY/Good RAN/Good AWAY/Good FROM/Good THE/Good GOAT/Good,1.5
14350012,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1435/014350012.WAV,TIM RAN AWAY FROM THE BIRD,Good,Average,TIM/Excellent RAN/Excellent AWAY/Excellent FROM/Good THE/Excellent BIRD/Excellent,TIM/Good RAN/Good AWAY/Good FROM/Average THE/Good BIRD/Good,1.5
14350016,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1435/014350016.WAV,CASEY IS GOING TO SEE SQUID,Good,Average,CASEY/Excellent IS/Excellent GOING/Excellent TO/Excellent SEE/Excellent SQUID/Bad,CASEY/Good IS/Good GOING/Good TO/Good SEE/Good SQUID/Average,1.5
14350017,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1435/014350017.WAV,STEEVEN IS GOING TO SEE WHALE,Good,Excellent,STEEVEN/Excellent IS/Excellent GOING/Excellent TO/Excellent SEE/Excellent WHALE/Bad,STEEVEN/Good IS/Good GOING/Good TO/Good SEE/Good WHALE/Good,1.5
14350018,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1435/014350018.WAV,ALISA IS GOING TO SEE ANT,Average,Bad,ALISA/Average IS/Excellent GOING/Excellent TO/Excellent SEE/Excellent ANT/Average,ALISA/Good IS/Good GOING/Good TO/Good SEE/Good ANT/Good,1.5
14350020,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1435/014350020.WAV,MIKE IS GOING TO SEE SHARK,Excellent,Good,MIKE/Excellent IS/Excellent GOING/Excellent TO/Excellent SEE/Excellent SHARK/Excellent,MIKE/Good IS/Good GOING/Good TO/Good SEE/Good SHARK/Good,1.5
14350022,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1435/014350022.WAV,HENNY LIVED IN AUSTRALIA,Good,Average,HENNY/Good LIVED/Excellent IN/Excellent AUSTRALIA/Excellent,HENNY/Average LIVED/Good IN/Good AUSTRALIA/Good,1.5
14350028,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1435/014350028.WAV,ONE FOUR EIGHT SEVEN,Good,Excellent,ONE/Excellent FOUR/Excellent EIGHT/Excellent SEVEN/Excellent,ONE/Good FOUR/Good EIGHT/Good SEVEN/Good,1.5
14350085,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1435/014350085.WAV,ALISA HAS A BEAUTIFUL SNEAKERS,Good,Average,ALISA/Excellent HAS/Excellent A/Excellent BEAUTIFUL/Excellent SNEAKERS/Excellent,ALISA/Good HAS/Good A/Good BEAUTIFUL/Good SNEAKERS/Good,1.5
14350094,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1435/014350094.WAV,DAVID LOVES THE NEW T SHIRT,Good,Excellent,DAVID/Excellent LOVES/Excellent THE/Excellent NEW/Excellent T/Excellent SHIRT/Excellent,DAVID/Good LOVES/Good THE/Good NEW/Good T/Good SHIRT/Good,1.5
14350103,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1435/014350103.WAV,HENNY GOT ON THE YACHT,Bad,Average,HENNY/Excellent GOT/Bad ON/Excellent THE/Excellent YACHT/Bad,HENNY/Good GOT/Average ON/Good THE/Good YACHT/Average,1.5
14350110,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1435/014350110.WAV,SO DAVID WENT ON TO CITY,Good,Average,SO/Excellent DAVID/Excellent WENT/Excellent ON/Excellent TO/Excellent CITY/Excellent,SO/Good DAVID/Good WENT/Good ON/Good TO/Good CITY/Good,1.5
14350127,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1435/014350127.WAV,STEEVEN GOT THE CUCUMBER,Average,Bad,STEEVEN/Excellent GOT/Bad THE/Excellent CUCUMBER/Bad,STEEVEN/Good GOT/Average THE/Good CUCUMBER/Good,1.5
14350133,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1435/014350133.WAV,BETTY GOT THE CELERY,Bad,Average,BETTY/Excellent GOT/Bad THE/Excellent CELERY/Bad,BETTY/Good GOT/Average THE/Good CELERY/Good,1.5
14350146,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1435/014350146.WAV,BETTY LIKES THE EDUCATION CLASS AT SCHOOL,Bad,Average,BETTY/Average LIKES/Excellent THE/Excellent EDUCATION/Worst CLASS/Excellent AT/Excellent SCHOOL/Excellent,BETTY/Good LIKES/Good THE/Good EDUCATION/Bad CLASS/Good AT/Good SCHOOL/Good,1.5
14350153,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1435/014350153.WAV,IS IT THIS ONE,Good,Excellent,IS/Excellent IT/Excellent THIS/Excellent ONE/Excellent,IS/Good IT/Good THIS/Good ONE/Good,1.5
14350157,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1435/014350157.WAV,HOW ARE WE GOING,Excellent,Good,HOW/Excellent ARE/Excellent WE/Excellent GOING/Excellent,HOW/Good ARE/Good WE/Good GOING/Good,1.5
14350158,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1435/014350158.WAV,SO I HAVE COME HERE,Good,Excellent,SO/Excellent I/Excellent HAVE/Excellent COME/Bad HERE/Excellent,SO/Good I/Good HAVE/Good COME/Average HERE/Good,1.5
14350163,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1435/014350163.WAV,AND THE DOG TOO,Excellent,Good,AND/Excellent THE/Excellent DOG/Excellent TOO/Excellent,AND/Good THE/Good DOG/Good TOO/Good,1.5
14350165,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1435/014350165.WAV,I CAN DO NO GOOD HERE,Excellent,Good,I/Excellent CAN/Excellent DO/Excellent NO/Excellent GOOD/Excellent HERE/Excellent,I/Good CAN/Good DO/Good NO/Good GOOD/Good HERE/Good,1.5
14390008,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1439/014390008.WAV,TIM IS GOING TO SEE BIRD,Good,Average,TIM/Excellent IS/Excellent GOING/Excellent TO/Excellent SEE/Excellent BIRD/Excellent,TIM/Good IS/Good GOING/Good TO/Good SEE/Good BIRD/Good,1.5
14390009,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1439/014390009.WAV,DAVID RAN AWAY FROM THE CAT,Good,Average,DAVID/Excellent RAN/Excellent AWAY/Excellent FROM/Excellent THE/Excellent CAT/Excellent,DAVID/Good RAN/Good AWAY/Good FROM/Good THE/Good CAT/Good,1.5
14390045,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1439/014390045.WAV,FIVE FIVE SEVEN ONE,Good,Excellent,FIVE/Excellent FIVE/Excellent SEVEN/Excellent ONE/Excellent,FIVE/Good FIVE/Good SEVEN/Good ONE/Good,1.5
14390051,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1439/014390051.WAV,ALISA IS NOT VERY GOOD AT VOLLEYBALL,Good,Average,ALISA/Average IS/Excellent NOT/Excellent VERY/Excellent GOOD/Excellent AT/Excellent VOLLEYBALL/Excellent,ALISA/Bad IS/Good NOT/Good VERY/Good GOOD/Good AT/Good VOLLEYBALL/Good,1.5
14390052,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1439/014390052.WAV,LUCY IS NOT VERY GOOD AT SWIMMING,Good,Excellent,LUCY/Excellent IS/Excellent NOT/Excellent VERY/Excellent GOOD/Excellent AT/Excellent SWIMMING/Good,LUCY/Good IS/Good NOT/Good VERY/Good GOOD/Good AT/Good SWIMMING/Average,1.5
14390057,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1439/014390057.WAV,PETER LIKES FRENCH FRIES,Good,Excellent,PETER/Excellent LIKES/Excellent FRENCH/Bad FRIES/Good,PETER/Good LIKES/Good FRENCH/Average FRIES/Average,1.5
14390064,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1439/014390064.WAV,DOES JIM LIKE THE CAKE,Excellent,Good,DOES/Excellent JIM/Excellent LIKE/Excellent THE/Excellent CAKE/Excellent,DOES/Good JIM/Good LIKE/Good THE/Good CAKE/Good,1.5
14390068,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1439/014390068.WAV,DOES BETTY LIKE THE HAMBURGER,Good,Average,DOES/Excellent BETTY/Excellent LIKE/Excellent THE/Excellent HAMBURGER/Excellent,DOES/Good BETTY/Good LIKE/Good THE/Good HAMBURGER/Good,1.5
14390076,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1439/014390076.WAV,LILLY HAS A BIG TOE,Good,Average,LILLY/Excellent HAS/Excellent A/Excellent BIG/Excellent TOE/Bad,LILLY/Good HAS/Good A/Good BIG/Good TOE/Good,1.5
14390086,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1439/014390086.WAV,JIM HAS A BEAUTIFUL SWEATER,Good,Excellent,JIM/Excellent HAS/Excellent A/Excellent BEAUTIFUL/Excellent SWEATER/Excellent,JIM/Good HAS/Good A/Good BEAUTIFUL/Good SWEATER/Good,1.5
14390090,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1439/014390090.WAV,JIM LIKE THE OLD SOCKS,Good,Average,JIM/Excellent LIKE/Excellent THE/Excellent OLD/Excellent SOCKS/Excellent,JIM/Good LIKE/Good THE/Good OLD/Good SOCKS/Good,1.5
14390117,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1439/014390117.WAV,SO SANDY WENT ON TO LIVING ROOM,Good,Average,SO/Excellent SANDY/Excellent WENT/Average ON/Excellent TO/Excellent LIVING/Excellent ROOM/Excellent,SO/Good SANDY/Good WENT/Good ON/Good TO/Good LIVING/Good ROOM/Good,1.5
14390124,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1439/014390124.WAV,JAYME THIS IS MUSHROOM,Good,Average,JAYME/Good THIS/Excellent IS/Good MUSHROOM/Average,JAYME/Excellent THIS/Good IS/Average MUSHROOM/Good,1.5
14390133,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1439/014390133.WAV,TEDDY IS DRAWING THE SWEET POTATO,Good,Average,TEDDY/Excellent IS/Excellent DRAWING/Excellent THE/Excellent SWEET/Excellent POTATO/Excellent,TEDDY/Good IS/Good DRAWING/Good THE/Good SWEET/Good POTATO/Good,1.5
14390134,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1439/014390134.WAV,MARY IS DRAWING THE CHINESE CABBAGE,Good,Average,MARY/Excellent IS/Excellent DRAWING/Excellent THE/Excellent CHINESE/Excellent CABBAGE/Average,MARY/Good IS/Good DRAWING/Good THE/Good CHINESE/Good CABBAGE/Good,1.5
14390135,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1439/014390135.WAV,DAVID WORD YOU LIKE TO GROW LEEK,Good,Excellent,DAVID/Excellent WORD/Excellent YOU/Excellent LIKE/Excellent TO/Excellent GROW/Bad LEEK/Excellent,DAVID/Good WORD/Good YOU/Good LIKE/Good TO/Good GROW/Good LEEK/Good,1.5
14390143,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1439/014390143.WAV,PETER WILL ARRIVE IN MARCH SIXTH,Good,Excellent,PETER/Excellent WILL/Excellent ARRIVE/Excellent IN/Excellent MARCH/Good SIXTH/Average,PETER/Good WILL/Good ARRIVE/Good IN/Good MARCH/Average SIXTH/Good,1.5
14390154,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1439/014390154.WAV,HOW CAN I DO THAT,Excellent,Good,HOW/Excellent CAN/Excellent I/Excellent DO/Excellent THAT/Excellent,HOW/Good CAN/Good I/Good DO/Good THAT/Good,1.5
14390156,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1439/014390156.WAV,IT IS NOT HERE YOU SEE,Good,Average,IT/Excellent IS/Excellent NOT/Excellent HERE/Excellent YOU/Excellent SEE/Excellent,IT/Good IS/Good NOT/Good HERE/Good YOU/Good SEE/Good,1.5
14390163,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1439/014390163.WAV,BUT WHAT CAN ONE DO,Excellent,Good,BUT/Excellent WHAT/Excellent CAN/Excellent ONE/Excellent DO/Excellent,BUT/Good WHAT/Good CAN/Good ONE/Good DO/Good,1.5
14470007,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1447/014470007.WAV,IT IS A VERY BOSSY TURKEY,Good,Excellent,IT/Excellent IS/Excellent A/Excellent VERY/Excellent BOSSY/Excellent TURKEY/Excellent,IT/Good IS/Good A/Good VERY/Good BOSSY/Good TURKEY/Good,1.5
14470017,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1447/014470017.WAV,CASEY WENT TO SEE SQUIRREL,Excellent,Good,CASEY/Excellent WENT/Excellent TO/Excellent SEE/Excellent SQUIRREL/Excellent,CASEY/Good WENT/Good TO/Good SEE/Good SQUIRREL/Good,1.5
14470026,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1447/014470026.WAV,MARY LOVES FRANCE,Good,Excellent,MARY/Excellent LOVES/Excellent FRANCE/Average,MARY/Good LOVES/Good FRANCE/Bad,1.5
14470028,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1447/014470028.WAV,NINE NINE FIVE ZERO,Good,Excellent,NINE/Excellent NINE/Excellent FIVE/Excellent ZERO/Excellent,NINE/Good NINE/Good FIVE/Good ZERO/Good,1.5
14470031,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1447/014470031.WAV,EIGHT EIGHT FIVE,Good,Average,EIGHT/Excellent EIGHT/Excellent FIVE/Excellent,EIGHT/Good EIGHT/Good FIVE/Good,1.5
14470038,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1447/014470038.WAV,THREE EIGHT EIGHT FOUR,Excellent,Good,THREE/Excellent EIGHT/Excellent EIGHT/Excellent FOUR/Excellent,THREE/Good EIGHT/Good EIGHT/Good FOUR/Good,1.5
14470039,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1447/014470039.WAV,ONE NINE THREE FOUR,Excellent,Good,ONE/Excellent NINE/Excellent THREE/Excellent FOUR/Excellent,ONE/Good NINE/Good THREE/Good FOUR/Good,1.5
14470048,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1447/014470048.WAV,ANDY LIKES SURFING,Good,Average,ANDY/Excellent LIKES/Excellent SURFING/Excellent,ANDY/Good LIKES/Good SURFING/Good,1.5
14470053,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1447/014470053.WAV,LUCY LIKES RUNNING,Excellent,Good,LUCY/Excellent LIKES/Excellent RUNNING/Excellent,LUCY/Good LIKES/Good RUNNING/Good,1.5
14470060,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1447/014470060.WAV,HE LIKES CAKE,Excellent,Good,HE/Excellent LIKES/Excellent CAKE/Excellent,HE/Good LIKES/Good CAKE/Good,1.5
14470063,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1447/014470063.WAV,I CAN SMELL THE TOFU,Good,Average,I/Excellent CAN/Excellent SMELL/Excellent THE/Excellent TOFU/Excellent,I/Good CAN/Good SMELL/Good THE/Good TOFU/Good,1.5
14470072,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1447/014470072.WAV,LOOK AT NEIL'S SINGER,Good,Excellent,LOOK/Excellent AT/Excellent NEIL'S/Good SINGER/Good,LOOK/Good AT/Good NEIL'S/Average SINGER/Excellent,1.5
14470084,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1447/014470084.WAV,PETER HAS A BEAUTIFUL BOOT,Good,Average,PETER/Excellent HAS/Excellent A/Excellent BEAUTIFUL/Excellent BOOT/Excellent,PETER/Good HAS/Good A/Good BEAUTIFUL/Good BOOT/Good,1.5
14470100,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1447/014470100.WAV,TINA IS CLEANING THE CAR,Good,Average,TINA/Excellent IS/Excellent CLEANING/Excellent THE/Excellent CAR/Excellent,TINA/Good IS/Good CLEANING/Good THE/Good CAR/Good,1.5
14470109,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1447/014470109.WAV,THEN LYNDA WALKED TO NATURE PARK,Good,Excellent,THEN/Excellent LYNDA/Excellent WALKED/Excellent TO/Excellent NATURE/Excellent PARK/Excellent,THEN/Good LYNDA/Good WALKED/Good TO/Good NATURE/Good PARK/Good,1.5
14470124,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1447/014470124.WAV,NEIL THIS IS GREEN BEAN,Good,Excellent,NEIL/Excellent THIS/Excellent IS/Excellent GREEN/Excellent BEAN/Average,NEIL/Good THIS/Good IS/Good GREEN/Good BEAN/Good,1.5
14470140,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1447/014470140.WAV,REPORTER TINA IS NOT A REAL T V REPORTER,Good,Excellent,REPORTER/Excellent TINA/Excellent IS/Excellent NOT/Excellent A/Excellent REAL/Excellent T/Excellent V/Excellent REPORTER/Excellent,REPORTER/Good TINA/Good IS/Good NOT/Good A/Good REAL/Good T/Good V/Good REPORTER/Good,1.5
14470141,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1447/014470141.WAV,JACK IS NOT A REAL BASEBALL PLAYER,Good,Average,JACK/Excellent IS/Excellent NOT/Excellent A/Excellent REAL/Excellent BASEBALL/Excellent PLAYER/Excellent,JACK/Good IS/Good NOT/Good A/Good REAL/Good BASEBALL/Good PLAYER/Good,1.5
14470149,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1447/014470149.WAV,BUT WHERE ARE WE,Good,Excellent,BUT/Excellent WHERE/Bad ARE/Excellent WE/Excellent,BUT/Good WHERE/Average ARE/Good WE/Good,1.5
14470150,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER1447/014470150.WAV,IS IT SO FATHER,Bad,Good,IS/Bad IT/Bad SO/Excellent FATHER/Excellent,IS/Good IT/Average SO/Good FATHER/Good,2.0
20220021,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER2022/020220021.WAV,FRIENDS PLANNED TO VISIT LATER IN THE AFTERNOON,Good,Average,FRIENDS/Excellent PLANNED/Bad TO/Excellent VISIT/Excellent LATER/Excellent IN/Excellent THE/Excellent AFTERNOON/Excellent,FRIENDS/Good PLANNED/Good TO/Good VISIT/Good LATER/Good IN/Good THE/Good AFTERNOON/Good,1.5
20220023,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER2022/020220023.WAV,A MAN APPROACHED THE CAR AND AN EXCHANGE WAS MADE,Excellent,Good,A/Excellent MAN/Excellent APPROACHED/Excellent THE/Excellent CAR/Excellent AND/Excellent AN/Excellent EXCHANGE/Excellent WAS/Excellent MADE/Excellent,A/Good MAN/Good APPROACHED/Good THE/Good CAR/Good AND/Good AN/Good EXCHANGE/Good WAS/Good MADE/Good,1.5
20220033,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER2022/020220033.WAV,SURGERY GIVE THEM THE OPPORTUNITY TO CHANGE THAT,Good,Average,SURGERY/Excellent GIVE/Excellent THEM/Excellent THE/Excellent OPPORTUNITY/Excellent TO/Excellent CHANGE/Excellent THAT/Excellent,SURGERY/Good GIVE/Good THEM/Good THE/Good OPPORTUNITY/Good TO/Good CHANGE/Good THAT/Good,1.5
20220048,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER2022/020220048.WAV,WE NEED A NEW COACH,Excellent,Good,WE/Excellent NEED/Excellent A/Excellent NEW/Excellent COACH/Excellent,WE/Good NEED/Good A/Good NEW/Good COACH/Good,1.5
20220056,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER2022/020220056.WAV,WE NEED TO GET ON THE BOARD,Excellent,Good,WE/Excellent NEED/Excellent TO/Excellent GET/Excellent ON/Excellent THE/Excellent BOARD/Excellent,WE/Good NEED/Good TO/Good GET/Good ON/Good THE/Good BOARD/Good,1.5
20220060,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER2022/020220060.WAV,I WANT TO ENJOY LIFE,Excellent,Good,I/Excellent WANT/Excellent TO/Excellent ENJOY/Excellent LIFE/Excellent,I/Good WANT/Good TO/Good ENJOY/Good LIFE/Good,1.5
20220072,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER2022/020220072.WAV,WHY DO I THINK THE WAY I DO,Excellent,Good,WHY/Excellent DO/Excellent I/Excellent THINK/Excellent THE/Excellent WAY/Excellent I/Excellent DO/Excellent,WHY/Good DO/Good I/Good THINK/Good THE/Good WAY/Good I/Good DO/Good,1.5
20220091,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER2022/020220091.WAV,SEVERAL HAVE CALLED ME TO DISCUSS THIS,Good,Excellent,SEVERAL/Excellent HAVE/Excellent CALLED/Average ME/Excellent TO/Excellent DISCUSS/Excellent THIS/Excellent,SEVERAL/Good HAVE/Good CALLED/Good ME/Good TO/Good DISCUSS/Good THIS/Good,1.5
20220120,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER2022/020220120.WAV,HAD ONE OF THOSE LAST WEEKEND,Excellent,Good,HAD/Excellent ONE/Excellent OF/Excellent THOSE/Excellent LAST/Excellent WEEKEND/Excellent,HAD/Good ONE/Good OF/Good THOSE/Good LAST/Good WEEKEND/Good,1.5
20220122,/vol/tensusers8/aparikh/hf_cache/so/speechocean762/WAVE/SPEAKER2022/020220122.WAV,I HAVE TO PUT IT DOWN,Excellent,Good,I/Excellent HAVE/Excellent TO/Excellent PUT/Excellent IT/Excellent DOWN/Excellent,I/Good HAVE/Good TO/Good PUT/Good IT/Good DOWN/Good,1.5
